# Time-averaged data for fix rdf_out
# TimeStep Number-of-rows
# Row c_rdf_at[1] c_rdf_at[2] c_rdf_at[3] c_rdf_at[4] c_rdf_at[5] c_rdf_at[6] c_rdf_at[7]
600000 200
46 3.185 0.0386279 0.00025 0.0144539 0.005975 0.00958052 0.00383367
47 3.255 0.066572 0.0007 0.0463928 0.02215 0.0333576 0.015452
48 3.325 0.184307 0.002 0.115995 0.06435 0.0828762 0.0455724
49 3.395 0.333172 0.00445 0.226345 0.1502 0.162432 0.107118
50 3.465 0.587474 0.00895 0.361626 0.293075 0.271243 0.214174
51 3.535 0.589525 0.01365 0.504907 0.5007 0.395801 0.376767
52 3.605 0.868372 0.02085 0.641923 0.775225 0.51387 0.596305
53 3.675 0.998087 0.02945 0.752313 1.10958 0.622846 0.872834
54 3.745 1.07847 0.0391 0.849312 1.50155 0.698594 1.19492
55 3.815 1.36773 0.0518 0.901063 1.9331 0.742016 1.54993
56 3.885 1.35523 0.06485 0.9311 2.39555 0.761676 1.92785
57 3.955 1.19746 0.0768 0.956327 2.8878 0.762115 2.31973
58 4.025 1.36419 0.0909 0.952053 3.39535 0.758414 2.72364
59 4.095 1.40675 0.10595 0.989281 3.94125 0.75398 3.13927
60 4.165 1.34631 0.12085 0.998395 4.51117 0.762284 3.57397
61 4.235 1.35897 0.1364 1.02467 5.11592 0.779293 4.03343
62 4.305 1.34897 0.15235 1.04729 5.75462 0.801918 4.52199
63 4.375 1.25292 0.16765 1.05711 6.42045 0.825686 5.04152
64 4.445 1.26534 0.1836 1.08414 7.12533 0.850397 5.59386
65 4.515 1.22641 0.19955 1.08384 7.85238 0.874389 6.17981
66 4.585 1.27126 0.2166 1.10083 8.6139 0.898968 6.80106
67 4.655 1.1429 0.2324 1.10966 9.40515 0.921495 7.45746
68 4.725 1.17949 0.2492 1.12753 10.2335 0.950935 8.15536
69 4.795 1.18621 0.2666 1.15092 11.1043 0.981683 8.89734
70 4.865 1.12252 0.28355 1.17068 12.016 1.01111 9.68402
71 4.935 1.07803 0.3003 1.18856 12.9686 1.03719 10.5144
72 5.005 1.06999 0.3174 1.1953 13.9539 1.05654 11.3844
73 5.075 1.08632 0.33525 1.19884 14.9699 1.07219 12.2922
74 5.145 1.20795 0.35565 1.19649 16.0122 1.07831 13.2305
75 5.215 1.18727 0.37625 1.18503 17.0727 1.0824 14.1982
76 5.285 1.08027 0.3955 1.19052 18.1669 1.08656 15.1959
77 5.355 1.06314 0.41495 1.18866 19.2886 1.09273 16.2259
78 5.425 1.05453 0.43475 1.19894 20.4497 1.10268 17.2928
79 5.495 0.957751 0.4532 1.19956 21.6416 1.11141 18.3959
80 5.565 1.01985 0.47335 1.19725 22.8617 1.12802 19.5443
81 5.635 0.989734 0.4934 1.20109 24.1167 1.13882 20.733
82 5.705 1.07636 0.51575 1.20375 25.4059 1.14822 21.9615
83 5.775 1.04103 0.5379 1.1994 26.7222 1.15814 23.2312
84 5.845 0.970362 0.55905 1.19942 28.0706 1.16243 24.5367
85 5.915 0.931851 0.57985 1.19245 29.4434 1.16643 25.8783
86 5.985 1.02395 0.60325 1.17868 30.8328 1.16494 27.25
87 6.055 0.991865 0.62645 1.16978 32.2441 1.16528 28.6544
88 6.125 0.854425 0.6469 1.15854 33.6743 1.16066 30.0858
89 6.195 0.867899 0.66815 1.14651 35.1222 1.15344 31.5409
90 6.265 0.912509 0.691 1.13315 36.5857 1.14718 33.0211
91 6.335 0.826058 0.71215 1.11377 38.0566 1.13525 34.5188
92 6.405 0.873054 0.735 1.0853 39.5217 1.12714 36.0388
93 6.475 0.828109 0.75715 1.08015 41.0119 1.11534 37.576
94 6.545 0.801343 0.77905 1.05735 42.5023 1.10443 39.1312
95 6.615 0.847159 0.8027 1.04023 44.0002 1.09563 40.7072
96 6.685 0.866339 0.8274 1.02715 45.5106 1.08732 42.3046
97 6.755 0.759163 0.8495 1.01095 47.0286 1.07855 43.9224
98 6.825 0.775639 0.87255 1.01072 48.5778 1.07224 45.5642
99 6.895 0.778103 0.89615 0.997093 50.1377 1.0631 47.2256
100 6.965 0.798084 0.92085 0.989336 51.717 1.05502 48.9081
101 7.035 0.780697 0.9455 0.974643 53.3042 1.04834 50.6136
102 7.105 0.732787 0.9691 0.966008 54.9089 1.03907 52.3379
103 7.175 0.76423 0.9942 0.959042 56.5336 1.02829 54.0781
104 7.245 0.75252 1.0194 0.953337 58.1802 1.01826 55.8351
105 7.315 0.760156 1.04535 0.94516 59.8445 1.00889 57.6097
106 7.385 0.771681 1.0722 0.934891 61.5223 0.997893 59.3987
107 7.455 0.793921 1.10035 0.932112 63.2269 0.988607 61.2049
108 7.525 0.79998 1.12925 0.924471 64.9495 0.979102 63.0274
109 7.595 0.770357 1.1576 0.915885 66.688 0.971674 64.8699
110 7.665 0.773692 1.1866 0.920492 68.4676 0.962796 66.7294
111 7.735 0.774161 1.21615 0.913202 70.2655 0.954629 68.607
112 7.805 0.782208 1.24655 0.909504 72.0887 0.947063 70.5035
113 7.875 0.821442 1.27905 0.904641 73.9348 0.943603 72.4271
114 7.945 0.7822 1.31055 0.898857 75.8019 0.939014 74.3756
115 8.015 0.840576 1.345 0.898351 77.7009 0.933878 76.3477
116 8.085 0.781722 1.3776 0.908327 79.6547 0.932295 78.351
117 8.155 0.855566 1.4139 0.896559 81.6167 0.930941 80.3862
118 8.225 0.867711 1.45135 0.904644 83.6305 0.928631 82.4513
119 8.295 0.825791 1.4876 0.910817 85.6928 0.926812 84.5477
120 8.365 0.878111 1.5268 0.914442 87.7984 0.927427 86.6809
121 8.435 0.918673 1.5685 0.91826 89.9482 0.92831 88.8521
122 8.505 0.909031 1.61045 0.91997 92.138 0.928295 91.0595
123 8.575 0.921962 1.6537 0.930532 94.3895 0.929925 93.3072
124 8.645 0.949038 1.69895 0.930487 96.6779 0.932737 95.5987
125 8.715 0.956556 1.7453 0.941417 99.0307 0.934289 97.9314
126 8.785 0.950512 1.7921 0.950337 101.444 0.937693 100.31
127 8.855 0.96453 1.84035 0.956242 103.911 0.941415 102.737
128 8.925 0.951427 1.8887 0.963209 106.436 0.944545 105.21
129 8.995 1.00642 1.94065 0.970896 109.021 0.947971 107.731
130 9.065 0.962323 1.9911 0.981163 111.674 0.951908 110.303
131 9.135 1.05282 2.04715 0.986204 114.382 0.956245 112.926
132 9.205 0.995245 2.10095 0.992691 117.15 0.961065 115.603
133 9.275 1.05407 2.1588 0.997175 119.973 0.967258 118.338
134 9.345 1.02488 2.2159 1.00806 122.87 0.971551 121.127
135 9.415 1.07336 2.2766 1.01227 125.822 0.976651 123.973
136 9.485 1.00356 2.3342 1.01289 128.821 0.98124 126.875
137 9.555 1.06445 2.3962 1.01762 131.878 0.984601 129.83
138 9.625 1.07187 2.45955 1.02522 135.003 0.990109 132.845
139 9.695 1.05895 2.52305 1.0352 138.205 0.994428 135.918
140 9.765 1.1293 2.59175 1.03598 141.456 0.998613 139.048
141 9.835 1.06142 2.65725 1.03787 144.759 1.00265 142.236
142 9.905 1.07763 2.7247 1.03863 148.113 1.00621 145.481
143 9.975 1.05862 2.7919 1.04255 151.526 1.00965 148.784
144 10.045 1.10139 2.8628 1.04674 155.002 1.01426 152.148
145 10.115 1.05096 2.9314 1.05204 158.543 1.01844 155.573
146 10.185 1.0819 3.003 1.04952 162.126 1.02067 159.054
147 10.255 1.1104 3.0775 1.05113 165.763 1.0233 162.591
148 10.325 1.12628 3.1541 1.04966 169.446 1.0264 166.188
149 10.395 1.05531 3.22685 1.04534 173.163 1.02861 169.842
150 10.465 1.15073 3.30725 1.04696 176.936 1.02984 173.549
151 10.535 1.08465 3.38405 1.04502 180.752 1.03172 177.313
152 10.605 1.10034 3.463 1.04421 184.617 1.03302 181.133
153 10.675 1.10659 3.54345 1.04271 188.527 1.03313 185.003
154 10.745 1.12887 3.6266 1.0477 192.507 1.03506 188.931
155 10.815 1.09622 3.7084 1.04033 196.511 1.03489 192.91
156 10.885 1.08282 3.79025 1.03511 200.547 1.0349 196.941
157 10.955 1.0723 3.87235 1.03948 204.652 1.03368 201.019
158 11.025 1.07613 3.9558 1.03233 208.781 1.03415 205.151
159 11.095 1.10716 4.04275 1.03441 212.971 1.03378 209.334
160 11.165 1.10653 4.13075 1.02897 217.192 1.03287 213.567
161 11.235 1.15922 4.2241 1.02784 221.461 1.03178 217.848
162 11.305 1.13387 4.31655 1.02641 225.777 1.02967 222.174
163 11.375 1.09027 4.40655 1.01958 230.119 1.02851 226.549
164 11.445 1.09134 4.49775 1.01992 234.515 1.02744 230.973
165 11.515 1.11417 4.592 1.01214 238.931 1.02527 235.441
166 11.585 1.0803 4.6845 1.01444 243.411 1.02243 239.952
167 11.655 1.07717 4.77785 1.012 247.935 1.02012 244.508
168 11.725 1.06606 4.87135 1.00856 252.497 1.01756 249.106
169 11.795 1.06528 4.9659 1.00321 257.09 1.01659 253.755
170 11.865 1.07056 5.06205 1.00441 261.743 1.01395 258.447
171 11.935 1.08665 5.1608 0.994388 266.404 1.01166 263.185
172 12.005 1.04519 5.2569 0.993722 271.116 1.00941 267.967
173 12.075 1.01483 5.3513 0.988721 275.86 1.00688 272.793
174 12.145 0.973944 5.44295 0.989734 280.664 1.00499 277.666
175 12.215 1.02795 5.5408 0.988082 285.515 1.00331 282.587
176 12.285 1.03704 5.64065 0.985286 290.408 0.999759 287.547
177 12.355 1.04586 5.7425 0.983778 295.35 0.998113 292.555
178 12.425 1.05644 5.84655 0.985633 300.357 0.996465 297.612
179 12.495 1.01352 5.9475 0.986022 305.423 0.994871 302.718
180 12.565 1.00672 6.0489 0.978637 310.507 0.992967 307.871
181 12.635 0.989707 6.1497 0.979245 315.651 0.991622 313.075
182 12.705 1.01185 6.2539 0.979484 320.854 0.990286 318.33
183 12.775 1.02576 6.3607 0.980953 326.122 0.989507 323.638
184 12.845 1.00986 6.467 0.977091 331.427 0.987222 328.993
185 12.915 1.00035 6.57345 0.977168 336.79 0.986467 334.402
186 12.985 0.977047 6.67855 0.977939 342.216 0.986057 339.867
187 13.055 0.978093 6.7849 0.978749 347.705 0.985706 345.389
188 13.125 0.994985 6.89425 0.98047 353.263 0.983896 350.961
189 13.195 0.975454 7.0026 0.979564 358.875 0.983722 356.591
190 13.265 0.991019 7.11385 0.978199 364.539 0.983344 362.279
191 13.335 1.01458 7.22895 0.978406 370.264 0.984061 368.031
192 13.405 0.989182 7.34235 0.980531 376.062 0.983631 373.842
193 13.475 0.997491 7.4579 0.984947 381.947 0.984292 379.717
194 13.545 0.979946 7.5726 0.983001 387.881 0.984978 385.657
195 13.615 1.01217 7.6923 0.982596 393.875 0.985232 391.661
196 13.685 0.975901 7.8089 0.986147 399.952 0.9853 397.727
197 13.755 1.00327 7.93 0.987238 406.099 0.985622 403.857
198 13.825 1.01569 8.05385 0.992188 412.339 0.986096 410.052
199 13.895 0.986812 8.1754 0.992161 418.642 0.987893 416.322
200 13.965 0.982972 8.2977 0.994214 425.022 0.988148 422.657
1200000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 0 0
43 2.975 0 0 0 0 7.0142e-06 2.04082e-06
44 3.045 0 0 0.000327741 0.0001 0.000207558 6.53061e-05
45 3.115 0.0161534 0.0001 0.00250542 0.0009 0.00194177 0.000684694
46 3.185 0.0154512 0.0002 0.0146037 0.005775 0.0101772 0.00407857
47 3.255 0.0517782 0.00055 0.0471816 0.022225 0.0347844 0.0161939
48 3.325 0.155952 0.00165 0.114552 0.0639 0.0867704 0.0477296
49 3.395 0.319573 0.004 0.225752 0.149525 0.169152 0.111821
50 3.465 0.385122 0.00695 0.367764 0.294825 0.278193 0.22162
51 3.535 0.551896 0.01135 0.513662 0.50605 0.397378 0.384861
52 3.605 0.711583 0.01725 0.660746 0.788625 0.519082 0.606626
53 3.675 0.847213 0.02455 0.778414 1.13458 0.61978 0.881793
54 3.745 1.08965 0.0343 0.866158 1.53433 0.692479 1.20106
55 3.815 0.926179 0.0429 0.918393 1.97418 0.73598 1.55319
56 3.885 1.08003 0.0533 0.955663 2.44882 0.752598 1.9266
57 3.955 1.15738 0.06485 0.973958 2.95015 0.753984 2.3143
58 4.025 1.12231 0.07645 1.00734 3.48718 0.749602 2.71351
59 4.095 1.15437 0.0888 1.0079 4.04335 0.748593 3.12618
60 4.165 1.19722 0.10205 1.02581 4.62892 0.757154 3.55795
61 4.235 1.14486 0.11515 1.05364 5.25077 0.773898 4.01423
62 4.305 1.14176 0.12865 1.06528 5.90045 0.795521 4.49889
63 4.375 1.16284 0.14285 1.07934 6.58028 0.820727 5.01531
64 4.445 1.09477 0.15665 1.09329 7.2911 0.844474 5.5638
65 4.515 1.21103 0.1724 1.10717 8.0338 0.869275 6.14632
66 4.585 1.10723 0.18725 1.11319 8.80387 0.892533 6.76312
67 4.655 1.10311 0.2025 1.14756 9.62215 0.917587 7.41674
68 4.725 1.10928 0.2183 1.15628 10.4716 0.946344 8.11127
69 4.795 1.13508 0.23495 1.18545 11.3685 0.977 8.8497
70 4.865 1.13245 0.25205 1.20018 12.3033 1.00849 9.63436
71 4.935 1.24215 0.27135 1.22209 13.2827 1.03504 10.463
72 5.005 1.01993 0.28765 1.21429 14.2836 1.05524 11.332
73 5.075 1.01633 0.30435 1.21775 15.3157 1.06834 12.2365
74 5.145 1.12209 0.3233 1.21322 16.3725 1.07824 13.1747
75 5.215 1.09794 0.34235 1.21615 17.4609 1.08201 14.1421
76 5.285 1.11955 0.3623 1.20735 18.5706 1.08519 15.1385
77 5.355 1.17246 0.38375 1.19481 19.698 1.091 16.1669
78 5.425 1.09713 0.40435 1.20114 20.8613 1.10104 17.2322
79 5.495 1.2199 0.42785 1.2045 22.0581 1.11368 18.3376
80 5.565 1.05528 0.4487 1.20103 23.282 1.12677 19.4847
81 5.635 1.09833 0.47095 1.20183 24.5378 1.13884 20.6734
82 5.705 1.10285 0.49385 1.2042 25.8275 1.15176 21.9057
83 5.775 1.09978 0.51725 1.19254 27.1362 1.15941 23.1768
84 5.845 1.08277 0.54085 1.18345 28.4667 1.1673 24.4878
85 5.915 1.12001 0.56585 1.17311 29.8173 1.16815 25.8313
86 5.985 1.06115 0.5901 1.17507 31.2024 1.17089 27.21
87 6.055 1.12012 0.6163 1.15585 32.5968 1.16891 28.6188
88 6.125 1.00275 0.6403 1.15403 34.0215 1.16345 30.0536
89 6.195 1.09662 0.66715 1.1376 35.4581 1.15682 31.5131
90 6.265 1.02433 0.6928 1.11381 36.8967 1.15012 32.997
91 6.335 1.00963 0.71865 1.10781 38.3597 1.14016 34.5012
92 6.405 0.962843 0.74385 1.08724 39.8274 1.12722 36.0213
93 6.475 1.01317 0.77095 1.07167 41.3059 1.11747 37.5614
94 6.545 0.925752 0.79625 1.05224 42.7892 1.1057 39.1184
95 6.615 0.959994 0.82305 1.03902 44.2853 1.09673 40.696
96 6.685 0.924212 0.8494 1.03087 45.8012 1.08803 42.2944
97 6.755 0.961836 0.8774 1.01626 47.3272 1.08051 43.9152
98 6.825 0.942207 0.9054 0.990071 48.8447 1.07351 45.559
99 6.895 0.924822 0.93345 0.983046 50.3826 1.06636 47.2255
100 6.965 0.890171 0.961 0.966816 51.926 1.05764 48.9121
101 7.035 0.882046 0.98885 0.964788 53.4972 1.04914 50.6189
102 7.105 0.903564 1.01795 0.956677 55.0863 1.04063 52.3458
103 7.175 0.930168 1.0485 0.949287 56.6945 1.03039 54.0895
104 7.245 0.907802 1.0789 0.930352 58.3014 1.02168 55.8524
105 7.315 0.927127 1.11055 0.926205 59.9323 1.01119 57.6311
106 7.385 0.949871 1.1436 0.918119 61.58 1.00117 59.426
107 7.455 0.968782 1.17795 0.916187 63.2555 0.991555 61.2376
108 7.525 0.905168 1.21065 0.905071 64.942 0.980871 63.0634
109 7.595 0.949699 1.2456 0.898276 66.647 0.97309 64.9086
110 7.665 0.95511 1.2814 0.891139 68.3699 0.964348 66.7711
111 7.735 0.911703 1.3162 0.8858 70.1138 0.957818 68.6549
112 7.805 0.936592 1.3526 0.889774 71.8975 0.949246 70.5558
113 7.875 1.02491 1.39315 0.886633 73.7068 0.943703 72.4796
114 7.945 0.989544 1.433 0.883042 75.541 0.938789 74.4276
115 8.015 1.01504 1.4746 0.883154 77.4079 0.935794 76.4038
116 8.085 1.02271 1.51725 0.880166 79.3012 0.93241 78.4073
117 8.155 1.05708 1.5621 0.888254 81.245 0.930255 80.441
118 8.225 1.1052 1.6098 0.891224 83.229 0.927711 82.5041
119 8.295 1.01601 1.6544 0.898141 85.2625 0.928102 84.6034
120 8.365 1.11108 1.704 0.899372 87.3334 0.926608 86.7348
121 8.435 1.19956 1.75845 0.911042 89.4663 0.925443 88.8992
122 8.505 1.16581 1.81225 0.916168 91.6471 0.926596 91.1025
123 8.575 1.08823 1.8633 0.918846 93.8703 0.928334 93.3464
124 8.645 1.11892 1.91665 0.928973 96.1549 0.929833 95.6308
125 8.715 1.20111 1.97485 0.937386 98.4977 0.931597 97.9568
126 8.785 1.18205 2.03305 0.947561 100.904 0.935114 100.329
127 8.855 1.24639 2.0954 0.948607 103.352 0.938112 102.747
128 8.925 1.19248 2.156 0.956389 105.859 0.941873 105.213
129 8.995 1.16915 2.21635 0.964502 108.426 0.944127 107.725
130 9.065 1.20457 2.2795 0.978944 111.074 0.950408 110.292
131 9.135 1.19182 2.34295 0.987879 113.786 0.954403 112.91
132 9.205 1.22648 2.40925 0.989714 116.546 0.957921 115.578
133 9.275 1.22626 2.47655 0.997573 119.37 0.963531 118.303
134 9.345 1.2286 2.545 1.00522 122.258 0.968468 121.083
135 9.415 1.16531 2.6109 1.00829 125.199 0.972985 123.918
136 9.485 1.24138 2.68215 1.01532 128.205 0.977629 126.809
137 9.555 1.22412 2.75345 1.02361 131.28 0.983575 129.761
138 9.625 1.2436 2.82695 1.02961 134.419 0.988066 132.77
139 9.695 1.22988 2.9007 1.03657 137.625 0.993696 135.841
140 9.765 1.17368 2.9721 1.0422 140.895 0.9976 138.968
141 9.835 1.13029 3.04185 1.04473 144.221 1.00155 142.152
142 9.905 1.19106 3.1164 1.04601 147.597 1.00562 145.396
143 9.975 1.18543 3.19165 1.05352 151.047 1.00868 148.695
144 10.045 1.18062 3.26765 1.0544 154.548 1.01412 152.059
145 10.115 1.14825 3.3426 1.05961 158.115 1.01724 155.48
146 10.185 1.13252 3.41755 1.05544 161.718 1.02167 158.964
147 10.255 1.16182 3.4955 1.05429 165.366 1.02316 162.501
148 10.325 1.16377 3.57465 1.05444 169.065 1.02711 166.1
149 10.395 1.11406 3.65145 1.0586 172.829 1.02972 169.758
150 10.465 1.0577 3.72535 1.05533 176.633 1.03146 173.471
151 10.535 1.09524 3.8029 1.05806 180.497 1.03343 177.242
152 10.605 1.10034 3.88185 1.053 184.394 1.03486 181.067
153 10.675 1.0275 3.95655 1.05131 188.336 1.03587 184.948
154 10.745 1.02569 4.0321 1.05177 192.332 1.03722 188.884
155 10.815 1.05802 4.11105 1.0405 196.337 1.03718 192.872
156 10.885 1.06563 4.1916 1.04176 200.398 1.03758 196.913
157 10.955 1.01809 4.26955 1.03958 204.504 1.03681 201.004
158 11.025 0.9936 4.3466 1.03644 208.649 1.03635 205.145
159 11.095 1.05177 4.4292 1.0342 212.838 1.03692 209.341
160 11.165 0.990843 4.508 1.03032 217.065 1.03578 213.585
161 11.235 1.01641 4.58985 1.02552 221.324 1.03468 217.878
162 11.305 0.95235 4.6675 1.02266 225.625 1.03244 222.216
163 11.375 0.946116 4.7456 1.0196 229.966 1.03136 226.603
164 11.445 1.00398 4.8295 1.01673 234.349 1.02895 231.033
165 11.515 0.996543 4.9138 1.01363 238.771 1.02794 235.514
166 11.585 0.955339 4.9956 1.0119 243.24 1.02576 240.039
167 11.655 0.95486 5.07835 1.01149 247.762 1.02416 244.612
168 11.725 0.92753 5.1597 1.00357 252.302 1.02107 249.227
169 11.795 0.992605 5.2478 1.00585 256.906 1.01837 253.884
170 11.865 0.969793 5.3349 0.994644 261.514 1.0181 258.596
171 11.935 0.936442 5.42 0.993721 266.172 1.01463 263.347
172 12.005 0.981565 5.51025 0.992509 270.879 1.01095 268.136
173 12.075 0.947642 5.5984 0.989362 275.626 1.00891 272.972
174 12.145 0.930374 5.68595 0.984011 280.402 1.00687 277.854
175 12.215 0.941277 5.77555 0.98299 285.228 1.00409 282.779
176 12.285 0.996012 5.87145 0.983816 290.114 1.00202 287.75
177 12.355 0.930848 5.9621 0.981036 295.041 0.999041 292.763
178 12.425 0.947803 6.05545 0.974915 299.994 0.996881 297.822
179 12.495 0.967834 6.15185 0.975725 305.007 0.995047 302.929
180 12.565 0.966512 6.2492 0.973435 310.064 0.992075 308.078
181 12.635 0.96516 6.3475 0.972316 315.172 0.990384 313.275
182 12.705 0.96912 6.4473 0.976114 320.357 0.989307 318.524
183 12.775 0.930676 6.5442 0.973495 325.584 0.988296 323.826
184 12.845 0.94621 6.6438 0.974361 330.875 0.986573 329.177
185 12.915 0.948198 6.7447 0.968309 336.189 0.984709 334.577
186 12.985 0.972399 6.8493 0.97465 341.597 0.983866 340.03
187 13.055 0.944065 6.95195 0.970052 347.037 0.982713 345.535
188 13.125 0.955859 7.057 0.975402 352.566 0.98296 351.102
189 13.195 0.965101 7.1642 0.974074 358.147 0.981816 356.721
190 13.265 0.961177 7.2721 0.977033 363.804 0.981254 362.397
191 13.335 0.97932 7.3832 0.980547 369.542 0.982246 368.139
192 13.405 0.998341 7.49765 0.976937 375.319 0.982315 373.941
193 13.475 0.942243 7.6068 0.976868 381.155 0.981512 379.8
194 13.545 0.992761 7.723 0.9818 387.083 0.982124 385.723
195 13.615 0.990612 7.84015 0.987321 393.105 0.981637 391.704
196 13.685 0.995151 7.95905 0.986605 399.185 0.982662 397.754
197 13.755 0.956466 8.0745 0.989427 405.345 0.983539 403.871
198 13.825 0.977968 8.19375 0.990269 411.573 0.984264 410.055
199 13.895 0.94013 8.30955 0.992275 417.877 0.984839 416.306
200 13.965 1.00588 8.4347 0.995593 424.266 0.986288 422.629
