# Time-averaged data for fix rdf_out
# TimeStep Number-of-rows
# Row c_rdf_at[1] c_rdf_at[2] c_rdf_at[3] c_rdf_at[4] c_rdf_at[5] c_rdf_at[6] c_rdf_at[7]
400000 200
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 0 0
43 2.975 0 0 0 0 3.5071e-06 1.02041e-06
44 3.045 0 0 0.000245806 7.5e-05 0.000180777 5.61224e-05
45 3.115 0.00807669 5e-05 0.0028186 0.000975 0.00195136 0.000678571
46 3.185 0.0154512 0.00015 0.0120574 0.005 0.0100242 0.00402143
47 3.255 0.0591751 0.00055 0.048042 0.02175 0.0333517 0.0156378
48 3.325 0.170129 0.00175 0.122179 0.0662 0.0837129 0.0460622
49 3.395 0.36037 0.0044 0.227795 0.1526 0.164654 0.10845
50 3.465 0.496089 0.0082 0.363841 0.29635 0.273231 0.216291
51 3.535 0.727499 0.014 0.528253 0.513575 0.397438 0.379556
52 3.605 0.83822 0.02095 0.664078 0.797575 0.517264 0.600544
53 3.675 0.980678 0.0294 0.780945 1.14465 0.623269 0.87726
54 3.745 1.19023 0.04005 0.865237 1.54397 0.701073 1.20049
55 3.815 1.28157 0.05195 0.918758 1.984 0.745285 1.55707
56 3.885 1.52659 0.06665 0.944187 2.45295 0.761499 1.9349
57 3.955 1.33274 0.07995 0.982506 2.95867 0.763704 2.3276
58 4.025 1.65928 0.0971 0.996134 3.48972 0.755754 2.73009
59 4.095 1.56565 0.11385 1.01855 4.05177 0.756832 3.14729
60 4.165 1.5225 0.1307 1.03164 4.64068 0.761858 3.58175
61 4.235 1.42452 0.147 1.03954 5.2542 0.779404 4.04127
62 4.305 1.31091 0.1625 1.06274 5.90233 0.801047 4.5293
63 4.375 1.54363 0.18135 1.06953 6.57598 0.824749 5.04824
64 4.445 1.5073 0.20035 1.08487 7.28132 0.850554 5.60069
65 4.515 1.49168 0.21975 1.10277 8.02108 0.871094 6.18443
66 4.585 1.28617 0.237 1.09299 8.77718 0.8923 6.80106
67 4.655 1.3382 0.2555 1.11534 9.57247 0.917384 7.45454
68 4.725 1.34448 0.27465 1.13743 10.4081 0.946996 8.14955
69 4.795 1.40436 0.29525 1.14709 11.276 0.974323 8.88596
70 4.865 1.25828 0.31425 1.16908 12.1865 1.00676 9.66927
71 4.935 1.33225 0.33495 1.18921 13.1396 1.0323 10.4957
72 5.005 1.38285 0.35705 1.19342 14.1233 1.05243 11.3624
73 5.075 1.40887 0.3802 1.20008 15.1404 1.0655 12.2645
74 5.145 1.34118 0.40285 1.19787 16.1838 1.07342 13.1986
75 5.215 1.21897 0.424 1.19962 17.2574 1.07774 14.1621
76 5.285 1.16725 0.4448 1.18869 18.35 1.08202 15.1556
77 5.355 1.23259 0.46735 1.18577 19.4689 1.08787 16.1811
78 5.425 1.13708 0.4887 1.19006 20.6214 1.10019 17.2455
79 5.495 1.25883 0.51295 1.18751 21.8013 1.11258 18.3498
80 5.565 1.15397 0.53575 1.188 23.012 1.12269 19.4927
81 5.635 1.12055 0.55845 1.17317 24.2378 1.13586 20.6784
82 5.705 1.02579 0.57975 1.17679 25.4982 1.14668 21.9052
83 5.775 1.06453 0.6024 1.17386 26.7864 1.15422 23.1706
84 5.845 1.08277 0.626 1.16986 28.1016 1.16222 24.4759
85 5.915 1.09313 0.6504 1.16362 29.4413 1.164 25.8146
86 5.985 0.934248 0.67175 1.1604 30.809 1.1652 27.1867
87 6.055 0.966213 0.69435 1.14489 32.1903 1.16055 28.5854
88 6.125 0.958878 0.7173 1.13432 33.5906 1.15774 30.0132
89 6.195 0.949584 0.74055 1.12703 35.0139 1.15364 31.4686
90 6.265 0.956437 0.7645 1.10425 36.4401 1.14705 32.9486
91 6.335 0.947135 0.78875 1.08818 37.8772 1.13668 34.4481
92 6.405 0.876875 0.8117 1.08113 39.3367 1.12692 35.9679
93 6.475 0.953354 0.8372 1.06354 40.804 1.11897 37.51
94 6.545 0.878184 0.8612 1.05332 42.2887 1.10732 39.0693
95 6.615 0.906263 0.8865 1.0358 43.7802 1.09759 40.6482
96 6.685 0.838279 0.9104 1.01982 45.2799 1.08984 42.2492
97 6.755 0.760881 0.93255 1.0105 46.7972 1.08282 43.8734
98 6.825 0.837892 0.95745 1.00452 48.3369 1.07558 45.5204
99 6.895 0.807777 0.98195 0.99778 49.8978 1.06701 47.1879
100 6.965 0.783544 1.0062 0.991764 51.481 1.06011 48.8785
101 7.035 0.796533 1.03135 0.972555 53.0649 1.05152 50.5892
102 7.105 0.770048 1.05615 0.970583 54.6771 1.04316 52.3203
103 7.175 0.756618 1.081 0.95615 56.2969 1.0336 54.0694
104 7.245 0.773423 1.1069 0.955522 57.9473 1.02308 55.8347
105 7.315 0.779197 1.1335 0.948226 59.6169 1.01392 57.6182
106 7.385 0.74294 1.15935 0.93673 61.2981 1.00355 59.4174
107 7.455 0.730464 1.18525 0.938154 63.0138 0.994169 61.2337
108 7.525 0.752923 1.21245 0.931515 64.7495 0.985339 63.0678
109 7.595 0.755412 1.24025 0.926132 66.5075 0.973713 64.9142
110 7.665 0.737676 1.2679 0.922225 68.2904 0.965847 66.7796
111 7.735 0.749273 1.2965 0.911971 70.0859 0.959823 68.6674
112 7.805 0.702444 1.3238 0.917673 71.9254 0.952488 70.5748
113 7.875 0.753199 1.3536 0.90741 73.7772 0.947192 72.5057
114 7.945 0.747435 1.3837 0.910616 75.6687 0.942122 74.4606
115 8.015 0.708817 1.41275 0.915523 77.604 0.936424 76.4381
116 8.085 0.710984 1.4424 0.906131 79.5531 0.934084 78.4453
117 8.155 0.778966 1.47545 0.915066 81.5556 0.932125 80.4831
118 8.225 0.770397 1.5087 0.916346 83.5955 0.930371 82.5521
119 8.295 0.723279 1.54045 0.920787 85.6803 0.927548 84.65
120 8.365 0.816508 1.5769 0.927819 87.8166 0.927358 86.7832
121 8.435 0.793099 1.6129 0.924539 89.9812 0.928 88.9536
122 8.505 0.803934 1.65 0.935168 92.2072 0.926903 91.1576
123 8.575 0.824969 1.6887 0.941102 94.4843 0.929193 93.4036
124 8.645 0.781253 1.72595 0.947657 96.8148 0.930202 95.6889
125 8.715 0.859559 1.7676 0.95042 99.1902 0.931449 98.0145
126 8.785 0.882473 1.81105 0.958803 101.625 0.934071 100.384
127 8.855 0.848586 1.8535 0.963954 104.112 0.936676 102.799
128 8.925 0.853037 1.89685 0.973386 106.664 0.941048 105.263
129 8.995 0.890182 1.9428 0.981948 109.278 0.943834 107.773
130 9.065 0.882209 1.98905 0.989262 111.953 0.948138 110.334
131 9.135 0.92603 2.03835 0.989991 114.672 0.952695 112.948
132 9.205 0.863903 2.08505 0.991794 117.437 0.956967 115.613
133 9.275 0.921973 2.13565 1.00654 120.286 0.96274 118.336
134 9.345 0.959367 2.1891 1.01154 123.193 0.966567 121.11
135 9.415 0.938965 2.2422 1.01661 126.158 0.970955 123.94
136 9.485 0.964359 2.29755 1.02204 129.184 0.976635 126.828
137 9.555 0.933112 2.3519 1.02415 132.261 0.981472 129.774
138 9.625 0.985576 2.41015 1.02975 135.4 0.986022 132.776
139 9.695 0.923034 2.4655 1.03201 138.592 0.990175 135.836
140 9.765 0.976422 2.5249 1.03453 141.838 0.9941 138.952
141 9.835 0.956901 2.58395 1.03601 145.136 0.999501 142.13
142 9.905 0.926648 2.64195 1.04404 148.506 1.0036 145.367
143 9.975 0.991667 2.7049 1.04401 151.924 1.00792 148.663
144 10.045 0.925853 2.7645 1.0436 155.389 1.01139 152.018
145 10.115 0.959044 2.8271 1.0503 158.926 1.01444 155.43
146 10.185 0.940618 2.88935 1.04752 162.501 1.01878 158.904
147 10.255 1.00831 2.957 1.04866 166.13 1.02198 162.437
148 10.325 0.92778 3.0201 1.05262 169.823 1.02471 166.028
149 10.395 0.929833 3.0842 1.04891 173.552 1.02714 169.676
150 10.465 1.02049 3.1555 1.04891 177.332 1.03054 173.386
151 10.535 0.963189 3.2237 1.04823 181.161 1.03076 177.147
152 10.605 1.01044 3.2962 1.049 185.043 1.03318 180.967
153 10.675 0.936715 3.3643 1.04952 188.978 1.03506 184.844
154 10.745 0.979534 3.43645 1.04157 192.935 1.03489 188.772
155 10.815 0.986997 3.5101 1.04699 196.965 1.03611 192.756
156 10.885 0.994187 3.58525 1.04037 201.021 1.03617 196.791
157 10.955 0.913606 3.6552 1.03986 205.128 1.03574 200.877
158 11.025 0.958782 3.72955 1.03877 209.283 1.03601 205.017
159 11.095 0.962639 3.80515 1.03431 213.472 1.03598 209.209
160 11.165 0.936774 3.87965 1.03174 217.705 1.03505 213.45
161 11.235 0.931347 3.95465 1.02545 221.964 1.03486 217.745
162 11.305 0.960935 4.033 1.03468 226.315 1.032 222.08
163 11.375 0.96671 4.1128 1.02357 230.673 1.03186 226.469
164 11.445 0.93398 4.19085 1.02631 235.097 1.02962 230.903
165 11.515 0.948666 4.2711 1.01807 239.539 1.02885 235.387
166 11.585 0.983952 4.35535 1.01533 244.023 1.02592 239.913
167 11.655 0.975053 4.43985 1.01448 248.558 1.02441 244.488
168 11.725 0.964016 4.5244 1.01011 253.127 1.0212 249.103
169 11.795 0.958241 4.60945 1.00419 257.725 1.02004 253.768
170 11.865 0.92971 4.69295 1.00222 262.367 1.01795 258.478
171 11.935 0.997515 4.7836 1.00321 267.07 1.01546 263.233
172 12.005 0.965795 4.8724 1.00082 271.816 1.01254 268.03
173 12.075 0.935279 4.9594 0.996495 276.597 1.01036 272.873
174 12.145 0.963317 5.05005 0.993406 281.419 1.00778 277.759
175 12.215 0.944954 5.14 0.989935 286.279 1.00649 282.696
176 12.285 0.944602 5.23095 0.989806 291.195 1.00405 287.677
177 12.355 0.928794 5.3214 0.987521 296.155 1.00172 292.704
178 12.425 0.955418 5.4155 0.986489 301.166 0.999882 297.778
179 12.495 0.946751 5.5098 0.986645 306.235 0.996788 302.894
180 12.565 0.952613 5.60575 0.981837 311.336 0.995381 308.06
181 12.635 0.96516 5.70405 0.981572 316.492 0.994295 313.278
182 12.705 0.983686 5.80535 0.980411 321.7 0.9919 318.541
183 12.775 0.951326 5.9044 0.979593 326.961 0.989434 323.849
184 12.845 0.957135 6.00515 0.979638 332.279 0.988118 329.208
185 12.915 0.978269 6.10925 0.979491 337.656 0.986231 334.616
186 12.985 0.990062 6.21575 0.982833 343.109 0.985985 340.081
187 13.055 0.970736 6.3213 0.981709 348.614 0.983869 345.593
188 13.125 0.979517 6.42895 0.982574 354.184 0.983466 351.162
189 13.195 0.976804 6.53745 0.98086 359.804 0.983334 356.79
190 13.265 0.963404 6.6456 0.981208 365.485 0.982708 362.474
191 13.335 0.978879 6.75665 0.983491 371.24 0.982555 368.218
192 13.405 0.960396 6.86675 0.984213 377.059 0.981957 374.018
193 13.475 0.984111 6.98075 0.981947 382.927 0.981534 379.877
194 13.545 0.993615 7.09705 0.985071 388.874 0.98181 385.798
195 13.615 1.0126 7.2168 0.987264 394.896 0.982089 391.782
196 13.685 0.995151 7.3357 0.987376 400.98 0.98249 397.831
197 13.755 1.00493 7.457 0.984307 407.109 0.982242 403.94
198 13.825 1.01487 7.58075 0.986091 413.31 0.983355 410.118
199 13.895 1.01726 7.70605 0.992955 419.619 0.98338 416.36
200 13.965 1.02276 7.8333 0.989719 425.97 0.98407 422.668
1800000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 0 0
43 2.975 0 0 0 0 1.05213e-05 3.06122e-06
44 3.045 0 0 0.000327741 0.0001 0.000214254 6.83673e-05
45 3.115 0 0 0.00211395 0.000775 0.00190338 0.00067551
46 3.185 0.0309023 0.0002 0.0122072 0.00485 0.00989875 0.00397653
47 3.255 0.0739689 0.0007 0.0407282 0.01905 0.0339934 0.0158163
48 3.325 0.177218 0.00195 0.111253 0.059525 0.0846535 0.0465827
49 3.395 0.414765 0.005 0.220281 0.143075 0.165292 0.109212
50 3.465 0.594002 0.00955 0.356691 0.284 0.27525 0.21785
51 3.535 0.740042 0.01545 0.514331 0.4955 0.398519 0.381559
52 3.605 1.13371 0.02485 0.652854 0.7747 0.513801 0.601067
53 3.675 1.29403 0.036 0.773239 1.11835 0.618842 0.875818
54 3.745 1.50874 0.0495 0.867567 1.51875 0.692207 1.19496
55 3.815 1.61543 0.0645 0.903307 1.95137 0.738396 1.54824
56 3.885 1.57851 0.0797 0.958482 2.42743 0.755671 1.92318
57 3.955 1.53816 0.09505 0.976532 2.93007 0.757915 2.3129
58 4.025 1.60606 0.11165 0.981128 3.45312 0.753003 2.71393
59 4.095 1.57499 0.1285 1.00722 4.00893 0.752249 3.12861
60 4.165 1.63544 0.1466 1.01596 4.58887 0.76025 3.56214
61 4.235 1.55561 0.1644 1.03958 5.20242 0.772394 4.01754
62 4.305 1.61961 0.18355 1.05832 5.84785 0.795247 4.50203
63 4.375 1.57229 0.20275 1.06001 6.5155 0.818457 5.01702
64 4.445 1.59059 0.2228 1.08272 7.21945 0.846255 5.56667
65 4.515 1.56857 0.2432 1.08913 7.95005 0.869395 6.14927
66 4.585 1.53222 0.26375 1.10308 8.71312 0.891012 6.76502
67 4.655 1.26225 0.2812 1.11373 9.50727 0.916908 7.41815
68 4.725 1.33044 0.30015 1.12743 10.3356 0.947374 8.11344
69 4.795 1.51685 0.3224 1.15598 11.2101 0.97963 8.85386
70 4.865 1.31788 0.3423 1.1772 12.127 1.00886 9.6388
71 4.935 1.26146 0.3619 1.20025 13.0889 1.03641 10.4685
72 5.005 1.28586 0.38245 1.19373 14.0729 1.05886 11.3405
73 5.075 1.19891 0.40215 1.19223 15.0833 1.07364 12.2495
74 5.145 1.20795 0.42255 1.20309 16.1313 1.07993 13.1892
75 5.215 1.18727 0.44315 1.19819 17.2036 1.08455 14.1588
76 5.285 1.0943 0.46265 1.19027 18.2976 1.08656 15.1565
77 5.355 1.10414 0.48285 1.1818 19.4128 1.09481 16.1885
78 5.425 1.15838 0.5046 1.19035 20.5656 1.10679 17.2593
79 5.495 1.19394 0.5276 1.20845 21.7663 1.11841 18.3694
80 5.565 1.06287 0.5486 1.18302 22.9719 1.1288 19.5186
81 5.635 1.16991 0.5723 1.18226 24.2072 1.14221 20.7109
82 5.705 0.958372 0.5922 1.18426 25.4756 1.15422 21.9458
83 5.775 1.06688 0.6149 1.18238 26.7732 1.16361 23.2215
84 5.845 0.958892 0.6358 1.182 28.102 1.16886 24.5342
85 5.915 1.02593 0.6587 1.16798 29.4467 1.17015 25.88
86 5.985 0.973631 0.68095 1.15429 30.8073 1.17123 27.2592
87 6.055 0.908497 0.7022 1.14862 32.1931 1.16846 28.6674
88 6.125 0.967234 0.72535 1.14421 33.6056 1.16317 30.1019
89 6.195 0.998595 0.7498 1.13031 35.033 1.15827 31.5631
90 6.265 0.984391 0.77445 1.10973 36.4663 1.14863 33.0452
91 6.335 1.00963 0.8003 1.09709 37.9152 1.13989 34.549
92 6.405 0.938008 0.82485 1.08595 39.3811 1.12908 36.0716
93 6.475 0.867365 0.84805 1.06042 40.8441 1.11778 37.6122
94 6.545 0.865377 0.8717 1.05776 42.3351 1.10729 39.1714
95 6.615 0.929547 0.89765 1.03214 43.8213 1.09728 40.7498
96 6.685 0.897906 0.92325 1.02631 45.3306 1.08837 42.3487
97 6.755 0.855347 0.94815 1.01777 46.8588 1.07926 43.9675
98 6.825 0.881637 0.97435 1.00428 48.3981 1.07262 45.61
99 6.895 0.83745 0.99975 0.99321 49.9519 1.06572 47.2755
100 6.965 0.762542 1.02335 0.987833 51.5288 1.05758 48.962
101 7.035 0.878878 1.0511 0.974167 53.1153 1.04883 50.6684
102 7.105 0.801098 1.0769 0.971531 54.7291 1.04033 52.3947
103 7.175 0.803812 1.1033 0.962451 56.3596 1.03011 54.138
104 7.245 0.794327 1.1299 0.949805 58.0001 1.01855 55.8955
105 7.315 0.842177 1.15865 0.941298 59.6576 1.00716 57.6671
106 7.385 0.794673 1.1863 0.948975 61.3606 0.998967 59.458
107 7.455 0.77982 1.21395 0.935243 63.071 0.98755 61.2622
108 7.525 0.777836 1.24205 0.925021 64.7947 0.97881 63.0842
109 7.595 0.754053 1.2698 0.921549 66.5439 0.968899 64.9215
110 7.665 0.775026 1.29885 0.920143 68.3228 0.960265 66.7761
111 7.735 0.782021 1.3287 0.922421 70.1389 0.952423 68.6493
112 7.805 0.687005 1.3554 0.912435 71.9679 0.945694 70.5431
113 7.875 0.735507 1.3845 0.915949 73.8371 0.941389 72.4622
114 7.945 0.7822 1.416 0.902046 75.7108 0.934695 74.4017
115 8.015 0.784456 1.44815 0.904051 77.6219 0.932085 76.37
116 8.085 0.782921 1.4808 0.908269 79.5755 0.929688 78.3677
117 8.155 0.784858 1.5141 0.905459 81.557 0.926448 80.3931
118 8.225 0.813262 1.5492 0.916515 83.5973 0.92478 82.4497
119 8.295 0.781369 1.5835 0.919772 85.6798 0.924604 84.541
120 8.365 0.788508 1.6187 0.919426 87.7968 0.92256 86.6631
121 8.435 0.810723 1.6555 0.926909 89.967 0.922916 88.8216
122 8.505 0.787682 1.69185 0.936796 92.1968 0.924564 91.0201
123 8.575 0.901711 1.73415 0.935791 94.4611 0.925967 93.2583
124 8.645 0.859902 1.77515 0.948775 96.7943 0.927704 95.5375
125 8.715 0.91528 1.8195 0.946099 99.1589 0.929185 97.8574
126 8.785 0.860132 1.86185 0.95898 101.594 0.933257 100.225
127 8.855 0.892565 1.9065 0.957908 104.066 0.935942 102.637
128 8.925 0.871731 1.9508 0.971679 106.613 0.939668 105.098
129 8.995 0.878558 1.99615 0.977863 109.216 0.944216 107.609
130 9.065 0.951832 2.04605 0.978398 111.862 0.9485 110.171
131 9.135 0.883767 2.0931 0.98715 114.573 0.95329 112.787
132 9.205 0.905525 2.14205 0.994269 117.345 0.957953 115.455
133 9.275 0.922884 2.1927 1.00215 120.182 0.963653 118.18
134 9.345 0.95488 2.2459 1.0094 123.082 0.968927 120.961
135 9.415 0.916861 2.29775 1.01894 126.054 0.974347 123.801
136 9.485 0.947807 2.35215 1.02504 129.089 0.978131 126.693
137 9.555 0.952856 2.40765 1.02677 132.174 0.983327 129.644
138 9.625 0.971194 2.46505 1.03276 135.322 0.98863 132.655
139 9.695 0.986404 2.5242 1.03646 138.528 0.994054 135.727
140 9.765 0.949299 2.58195 1.04013 141.791 0.997314 138.853
141 9.835 0.998223 2.64355 1.0457 145.12 1.00175 142.038
142 9.905 0.988158 2.7054 1.04732 148.501 1.00664 145.284
143 9.975 0.992454 2.7684 1.05107 151.942 1.01082 148.591
144 10.045 0.977117 2.8313 1.05565 155.447 1.01507 151.958
145 10.115 0.984322 2.89555 1.05329 158.994 1.01865 155.384
146 10.185 0.992748 2.96125 1.0526 162.587 1.02166 158.867
147 10.255 1.02545 3.03005 1.05262 166.229 1.02469 162.41
148 10.325 0.987329 3.0972 1.05567 169.933 1.0269 166.009
149 10.395 1.0205 3.16755 1.05277 173.676 1.03116 169.671
150 10.465 1.02836 3.2394 1.05315 177.471 1.0328 173.389
151 10.535 0.994259 3.3098 1.05498 181.324 1.03484 177.165
152 10.605 1.04877 3.38505 1.05003 185.21 1.03666 180.998
153 10.675 1.03025 3.45995 1.05021 189.148 1.03724 184.883
154 10.745 0.975461 3.5318 1.04785 193.129 1.0391 188.827
155 10.815 0.980966 3.605 1.04575 197.154 1.0385 192.82
156 10.885 1.07555 3.6863 1.04328 201.222 1.03894 196.866
157 10.955 0.989359 3.76205 1.04301 205.341 1.03857 200.963
158 11.025 1.04454 3.84305 1.03898 209.496 1.0384 205.113
159 11.095 1.04095 3.9248 1.03513 213.689 1.0375 209.311
160 11.165 1.0097 4.0051 1.03229 217.924 1.03633 213.558
161 11.235 1.00834 4.0863 1.03195 222.21 1.0357 217.855
162 11.305 0.953576 4.16405 1.02668 226.528 1.03397 222.199
163 11.375 0.989727 4.24575 1.0237 230.886 1.03226 226.59
164 11.445 0.985436 4.3281 1.01422 235.258 1.03063 231.027
165 11.515 1.00423 4.41305 1.01183 239.673 1.02968 235.515
166 11.585 1.02366 4.5007 1.00795 244.124 1.0269 240.046
167 11.655 1.03794 4.59065 1.00462 248.615 1.02395 244.618
168 11.725 0.965726 4.67535 1.00489 253.161 1.02205 249.237
169 11.795 0.960494 4.7606 0.998758 257.733 1.02067 253.905
170 11.865 1.01544 4.8518 0.997926 262.356 1.01781 258.615
171 11.935 1.03328 4.9457 1.00077 267.047 1.01518 263.369
172 12.005 1.04628 5.0419 0.991386 271.748 1.01234 268.165
173 12.075 1.00086 5.135 0.98908 276.494 1.0096 273.004
174 12.145 1.00582 5.22965 0.98415 281.271 1.00747 277.889
175 12.215 1.0395 5.3286 0.985928 286.111 1.0049 282.817
176 12.285 0.991858 5.4241 0.979894 290.978 1.00202 287.789
177 12.355 0.945737 5.5162 0.98344 295.917 0.999983 292.806
178 12.425 1.01989 5.61665 0.976258 300.877 0.997816 297.87
179 12.495 0.968838 5.71315 0.971457 305.868 0.996143 302.983
180 12.565 0.966016 5.81045 0.972574 310.92 0.993583 308.139
181 12.635 0.965651 5.9088 0.974857 316.042 0.991194 313.341
182 12.705 0.96912 6.0086 0.973506 321.212 0.989745 318.593
183 12.775 1.00751 6.1135 0.969761 326.42 0.988133 323.894
184 12.845 0.996086 6.21835 0.974476 331.711 0.987166 329.248
185 12.915 1.00458 6.32525 0.974326 337.059 0.984825 334.648
186 12.985 0.991921 6.43195 0.97192 342.451 0.984006 340.102
187 13.055 1.03695 6.5447 0.97044 347.894 0.983776 345.613
188 13.125 0.99908 6.6545 0.975354 353.423 0.983031 351.18
189 13.195 0.966901 6.7619 0.9763 359.016 0.981464 356.797
190 13.265 0.996809 6.8738 0.974119 364.656 0.981127 362.472
191 13.335 1.05425 6.9934 0.975963 370.367 0.98073 368.205
192 13.405 1.03672 7.11225 0.975905 376.138 0.980308 373.996
193 13.475 0.981089 7.2259 0.977098 381.976 0.981191 379.853
194 13.545 1.02309 7.34565 0.981332 387.9 0.979769 385.762
195 13.615 1.0312 7.4676 0.97921 393.873 0.98036 391.735
196 13.685 1.06294 7.5946 0.984119 399.938 0.980753 397.773
197 13.755 1.04056 7.7202 0.986275 406.078 0.981739 403.879
198 13.825 0.999291 7.84205 0.985797 412.278 0.982367 410.051
199 13.895 0.987218 7.96365 0.990071 418.568 0.983141 416.291
200 13.965 1.04888 8.09415 0.990124 424.922 0.984439 422.602
2000000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 0 0
43 2.975 0 0 0 0 1.05213e-05 3.06122e-06
44 3.045 0 0 0.000245806 7.5e-05 0.000224297 7.14286e-05
45 3.115 0.00807669 5e-05 0.00250542 0.000875 0.00192577 0.000685714
46 3.185 0.0309023 0.00025 0.0120574 0.0049 0.00978247 0.00394796
47 3.255 0.0813657 0.0008 0.0428793 0.01985 0.0341252 0.0158337
48 3.325 0.148863 0.00185 0.112902 0.060925 0.0848247 0.0466622
49 3.395 0.407966 0.00485 0.218699 0.143875 0.167183 0.110008
50 3.465 0.652749 0.00985 0.352008 0.28295 0.275168 0.218613
51 3.535 0.752585 0.01585 0.511413 0.49325 0.396305 0.381413
52 3.605 1.0131 0.02425 0.652679 0.772375 0.515838 0.601792
53 3.675 1.06192 0.0334 0.766545 1.11305 0.61716 0.875796
54 3.745 1.38581 0.0458 0.847362 1.50413 0.693887 1.19571
55 3.815 1.5562 0.06025 0.92805 1.9486 0.740022 1.54977
56 3.885 1.37081 0.07345 0.971166 2.43095 0.757863 1.9258
57 3.955 1.63336 0.08975 0.9793 2.93503 0.760378 2.31679
58 4.025 1.55285 0.1058 1.00462 3.4706 0.75635 2.71959
59 4.095 1.34599 0.1202 1.00346 4.02432 0.753141 3.13476
60 4.165 1.52702 0.1371 1.03882 4.61733 0.763925 3.5704
61 4.235 1.40267 0.15315 1.0439 5.23343 0.778384 4.02932
62 4.305 1.51389 0.17105 1.062 5.8811 0.799293 4.51628
63 4.375 1.44946 0.18875 1.08469 6.5643 0.82279 5.03399
64 4.445 1.43986 0.2069 1.09506 7.27627 0.847691 5.58458
65 4.515 1.4417 0.22565 1.11339 8.02315 0.870843 6.16815
66 4.585 1.25262 0.24245 1.12407 8.80075 0.897708 6.78852
67 4.655 1.29842 0.2604 1.13403 9.60938 0.920102 7.44394
