# Time-averaged data for fix rdf_out
# TimeStep Number-of-rows
# Row c_rdf_ref[1] c_rdf_ref[2] c_rdf_ref[3] c_rdf_ref[4] c_rdf_ref[5] c_rdf_ref[6] c_rdf_ref[7]
400000 200
136 9.485 1.18579 2.6089 1.00126 127.537 0.97662 126.237
137 9.555 1.12798 2.67435 1.00606 130.548 0.982558 129.174
138 9.625 1.17193 2.74335 1.0135 133.626 0.987301 132.17
139 9.695 1.19608 2.8148 1.02557 136.786 0.9926 135.225
140 9.765 1.11794 2.88255 1.02352 139.985 0.99816 138.342
141 9.835 1.11835 2.9513 1.0251 143.236 1.00082 141.512
142 9.905 1.19883 3.02605 1.0374 146.572 1.00562 144.743
143 9.975 1.15597 3.09915 1.03733 149.956 1.0103 148.035
144 10.045 1.12432 3.17125 1.03558 153.381 1.0143 151.386
145 10.115 1.16418 3.24695 1.04165 156.874 1.01831 154.798
146 10.185 1.07087 3.31755 1.04392 160.424 1.02155 158.268
147 10.255 1.12064 3.39245 1.04848 164.039 1.02426 161.796
148 10.325 1.10033 3.467 1.04867 167.703 1.02825 165.385
149 10.395 1.08629 3.5416 1.04094 171.391 1.03027 169.031
150 10.465 1.07899 3.6167 1.04834 175.154 1.03349 172.737
151 10.535 1.06824 3.69205 1.04692 178.963 1.03402 176.495
152 10.605 1.10595 3.7711 1.04991 182.834 1.0375 180.317
153 10.675 1.02176 3.8451 1.05158 186.762 1.03748 184.188
154 10.745 1.05824 3.92275 1.04811 190.729 1.03925 188.117
155 10.815 1.10646 4.005 1.04485 194.735 1.03938 192.098
156 10.885 1.03982 4.0833 1.0453 198.795 1.03809 196.126
157 10.955 1.06329 4.1644 1.04255 202.896 1.03912 200.21
158 11.025 1.04789 4.24535 1.03723 207.029 1.03887 204.345
159 11.095 1.03534 4.32635 1.03391 211.201 1.03873 208.532
160 11.165 1.0243 4.4075 1.02962 215.409 1.03861 212.772
161 11.235 1.07016 4.49335 1.0278 219.661 1.03655 217.057
162 11.305 1.02802 4.57685 1.02993 223.976 1.03467 221.387
163 11.375 0.972233 4.6568 1.02722 228.333 1.03302 225.764
164 11.445 1.01623 4.7414 1.02303 232.726 1.03207 230.191
165 11.515 0.984336 4.82435 1.01613 237.143 1.0297 234.662
166 11.585 1.01527 4.91095 1.01017 241.587 1.02735 239.178
167 11.655 0.960251 4.99385 1.01429 246.104 1.02613 243.742
168 11.725 1.00834 5.08195 1.00571 250.636 1.02368 248.351
169 11.795 0.952294 5.16615 1.00555 255.222 1.02089 253.002
170 11.865 0.967915 5.25275 1.0023 259.847 1.01693 257.69
171 11.935 0.906334 5.3348 0.998428 264.509 1.01637 262.431
172 12.005 0.97222 5.42385 0.999863 269.233 1.01184 267.206
173 12.075 0.971232 5.51385 1.00004 274.013 1.01055 272.032
174 12.145 0.952601 5.60315 0.992931 278.814 1.00738 276.897
175 12.215 0.938024 5.6921 0.989659 283.654 1.0053 281.809
176 12.285 0.940918 5.78235 0.992764 288.566 1.00273 286.765
177 12.355 0.96791 5.87625 0.981962 293.479 0.999913 291.764
178 12.425 0.969265 5.97135 0.982686 298.452 0.997238 296.805
179 12.495 0.940295 6.06465 0.982296 303.48 0.9955 301.895
180 12.565 0.940312 6.159 0.980207 308.552 0.99371 307.032
181 12.635 0.97181 6.2576 0.98098 313.686 0.991551 312.216
182 12.705 0.938224 6.35385 0.978695 318.865 0.989241 317.445
183 12.775 0.916882 6.44895 0.98029 324.109 0.987939 322.725
184 12.845 0.932665 6.54675 0.980279 329.411 0.986388 328.055
185 12.915 0.91645 6.6439 0.97895 334.764 0.984924 333.434
186 12.985 0.96632 6.74745 0.977416 340.166 0.98422 338.869
187 13.055 0.907979 6.8458 0.97891 345.635 0.982444 344.352
188 13.125 0.944902 6.94925 0.982025 351.181 0.981103 349.887
189 13.195 0.939874 7.05325 0.983618 356.794 0.980922 355.479
190 13.265 0.951442 7.15965 0.981972 362.459 0.979937 361.126
191 13.335 1.00076 7.27275 0.982171 368.184 0.98017 366.834
192 13.405 0.967573 7.38325 0.980356 373.959 0.979874 372.6
193 13.475 0.923751 7.48985 0.988191 379.84 0.980116 378.428
194 13.545 0.953678 7.60105 0.984397 385.761 0.980384 384.318
195 13.615 0.943048 7.71215 0.981994 391.728 0.979671 390.265
196 13.685 0.944767 7.8246 0.991924 397.817 0.981656 396.285
197 13.755 0.964699 7.9406 0.988069 403.945 0.981918 402.369
198 13.825 0.967715 8.05815 0.989636 410.146 0.982276 408.517
199 13.895 0.979586 8.17835 0.995036 416.444 0.983366 414.734
200 13.965 0.976244 8.29935 0.993146 422.793 0.983838 421.017
4200000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 0 0
43 2.975 0 0 0 0 3.52052e-06 1.02041e-06
44 3.045 0 0 0.000328995 0.0001 0.000201631 6.22449e-05
45 3.115 0 0 0.0025936 0.000925 0.0017212 0.000609184
46 3.185 0.0155103 0.0001 0.0142837 0.005675 0.00956189 0.00378571
47 3.255 0.0519763 0.00045 0.0439791 0.02095 0.0333117 0.0153439
48 3.325 0.149433 0.0015 0.109472 0.060625 0.081801 0.0449602
49 3.395 0.334447 0.00395 0.229394 0.1473 0.161613 0.105962
50 3.465 0.445568 0.00735 0.362438 0.28995 0.268365 0.211479
51 3.535 0.654736 0.01255 0.502201 0.495675 0.390431 0.371254
52 3.605 0.877748 0.0198 0.628124 0.763275 0.508003 0.587458
53 3.675 0.966955 0.0281 0.756264 1.0981 0.607436 0.856117
54 3.745 0.992849 0.03695 0.84087 1.4847 0.679321 1.16812
55 3.815 1.32431 0.0492 0.884179 1.90655 0.726845 1.51456
56 3.885 1.41775 0.0628 0.930973 2.36717 0.747437 1.88399
57 3.955 1.44849 0.0772 0.952868 2.85578 0.747407 2.26685
58 4.025 1.45682 0.0922 0.959462 3.36533 0.742782 2.66092
59 4.095 1.41213 0.10725 0.985108 3.90685 0.743215 3.06906
60 4.165 1.44216 0.12315 1.00498 4.47835 0.755629 3.49832
61 4.235 1.44313 0.1396 1.02085 5.07855 0.769237 3.95012
62 4.305 1.24376 0.15425 1.03545 5.70763 0.794856 4.43253
63 4.375 1.51255 0.17265 1.05402 6.36898 0.817342 4.94486
64 4.445 1.25823 0.18845 1.07864 7.0676 0.843281 5.49049
65 4.515 1.30442 0.20535 1.08791 7.7946 0.868246 6.0701
66 4.585 1.336 0.2232 1.11328 8.5618 0.890074 6.68286
67 4.655 1.21988 0.24 1.11437 9.35338 0.916229 7.33302
68 4.725 1.26858 0.258 1.13369 10.1831 0.947212 8.02554
69 4.795 1.35157 0.27775 1.16408 11.0605 0.977331 8.76141
70 4.865 1.18 0.2955 1.1848 11.9797 1.00798 9.54267
71 4.935 1.21137 0.31425 1.19865 12.9366 1.03611 10.369
72 5.005 1.24367 0.33405 1.20654 13.9274 1.05836 11.2372
73 5.075 1.20349 0.35375 1.21468 14.953 1.07217 12.1415
74 5.145 1.22149 0.3743 1.20553 15.9991 1.07936 13.0772
75 5.215 1.25835 0.39605 1.20474 17.0731 1.08632 14.0447
76 5.285 1.20552 0.41745 1.21274 18.1835 1.08824 15.0401
77 5.355 1.18792 0.4391 1.20972 19.3207 1.09517 16.0685
78 5.425 1.07193 0.45915 1.2125 20.4905 1.10663 17.135
79 5.495 1.19851 0.48215 1.21059 21.6888 1.11772 18.2403
80 5.565 1.26254 0.507 1.2056 22.9127 1.13244 19.3888
81 5.635 1.1843 0.5309 1.20643 24.1684 1.14392 20.5782
82 5.705 1.21343 0.556 1.19685 25.4454 1.15313 21.8073
83 5.775 1.14644 0.5803 1.20591 26.7638 1.16192 23.0763
84 5.845 1.14448 0.60515 1.18362 28.0894 1.16919 24.3844
85 5.915 1.08607 0.6293 1.17836 29.4408 1.17147 25.7266
86 5.985 1.17502 0.65605 1.1699 30.8145 1.17042 27.0995
87 6.055 1.11583 0.68205 1.17238 32.2236 1.16934 28.5034
88 6.125 1.14918 0.70945 1.1534 33.642 1.16492 29.9346
89 6.195 1.06596 0.73545 1.14557 35.0832 1.15904 31.3912
90 6.265 1.1445 0.764 1.12759 36.5341 1.15253 32.8726
91 6.335 1.0625 0.7911 1.11309 37.9984 1.14393 34.376
92 6.405 1.06433 0.81885 1.08915 39.4631 1.13309 35.8982
93 6.475 1.0452 0.8467 1.07961 40.9469 1.12099 37.4373
94 6.545 1.10377 0.87675 1.06108 42.4369 1.10997 38.9944
95 6.615 1.09132 0.9071 1.04775 43.9398 1.10101 40.5721
96 6.685 0.971758 0.9347 1.03485 45.4558 1.09123 42.1691
97 6.755 1.03621 0.96475 1.01769 46.978 1.08288 43.7872
98 6.825 1.03533 0.9954 1.00663 48.5151 1.07375 45.4251
99 6.895 1.02103 1.02625 0.996801 50.0686 1.06598 47.0846
100 6.965 0.935742 1.0551 0.985387 51.6356 1.05813 48.7656
101 7.035 0.996694 1.08645 0.970128 53.2095 1.04894 50.4656
102 7.105 0.941307 1.11665 0.962558 54.8023 1.04148 52.1873
103 7.175 0.861902 1.14485 0.962178 56.4261 1.02903 53.9221
104 7.245 0.936755 1.1761 0.937733 58.0396 1.01893 55.6736
105 7.315 0.926264 1.2076 0.938614 59.686 1.00881 57.4413
106 7.385 0.952063 1.2406 0.927211 61.3437 0.99887 59.2252
107 7.455 0.956917 1.2744 0.915685 63.0119 0.988056 61.0235
108 7.525 0.935029 1.30805 0.907052 64.6956 0.978253 62.8375
109 7.595 0.941058 1.34255 0.909104 66.4147 0.97144 64.6726
110 7.665 0.968137 1.3787 0.898871 68.1459 0.96144 66.5224
111 7.735 0.963843 1.41535 0.898749 69.9086 0.953703 68.3909
112 7.805 0.942758 1.45185 0.893404 71.6926 0.946555 70.2792
113 7.875 0.945101 1.4891 0.889238 73.5004 0.940861 72.19
114 7.945 0.957187 1.5275 0.895735 75.3538 0.936214 74.1252
115 8.015 1.01647 1.569 0.891994 77.2323 0.932963 76.0879
116 8.085 0.966449 1.60915 0.892039 79.1437 0.92896 78.0764
117 8.155 1.01144 1.6519 0.889394 81.0826 0.926222 80.0936
118 8.225 0.995464 1.6947 0.894104 83.0654 0.926016 82.1451
119 8.295 1.02676 1.7396 0.901478 85.0988 0.924692 84.2286
120 8.365 1.02089 1.785 0.90399 87.1723 0.924273 86.3465
121 8.435 1.03718 1.8319 0.904462 89.2818 0.923274 88.4977
122 8.505 1.0626 1.88075 0.909678 91.4388 0.925952 90.6911
123 8.575 1.0817 1.9313 0.919053 93.6541 0.926373 92.9217
124 8.645 1.10741 1.9839 0.922659 95.9145 0.92872 95.1947
125 8.715 1.07519 2.0358 0.934245 98.2405 0.930235 97.5083
126 8.785 1.14274 2.09185 0.935731 100.608 0.933778 99.8683
127 8.855 1.15283 2.1493 0.945321 103.038 0.937063 102.274
128 8.925 1.12791 2.2064 0.952025 105.524 0.940127 104.727
129 8.995 1.16779 2.26645 0.959595 108.069 0.94531 107.231
130 9.065 1.16418 2.32725 0.972257 110.688 0.948869 109.785
131 9.135 1.11436 2.38635 0.981633 113.373 0.954056 112.392
132 9.205 1.19682 2.4508 0.984914 116.109 0.958657 115.052
133 9.275 1.19529 2.51615 0.994802 118.914 0.96307 117.765
134 9.345 1.16303 2.5807 1.00145 121.781 0.968596 120.535
135 9.415 1.19639 2.6481 0.999938 124.686 0.973126 123.36
136 9.485 1.14469 2.71355 1.00775 127.658 0.978622 126.243
137 9.555 1.17451 2.7817 1.01671 130.701 0.983855 129.184
138 9.625 1.19401 2.852 1.02446 133.812 0.98873 132.184
139 9.695 1.18018 2.9225 1.02718 136.977 0.992913 135.24
140 9.765 1.16167 2.9929 1.02947 140.195 0.99787 138.356
141 9.835 1.13706 3.0628 1.0372 143.484 1.00244 141.531
142 9.905 1.19321 3.1372 1.04603 146.848 1.00553 144.762
143 9.975 1.13541 3.209 1.04465 150.255 1.00963 148.052
144 10.045 1.1212 3.2809 1.04181 153.701 1.01421 151.403
145 10.115 1.1934 3.3585 1.04879 157.219 1.01747 154.812
146 10.185 1.14368 3.4339 1.05064 160.791 1.02052 158.279
147 10.255 1.18048 3.5128 1.04993 164.411 1.02297 161.802
148 10.325 1.20881 3.5947 1.04965 168.079 1.02721 165.388
149 10.395 1.15545 3.67405 1.0475 171.789 1.02946 169.03
150 10.465 1.15729 3.7546 1.05192 175.566 1.03208 172.732
151 10.535 1.14834 3.8356 1.05237 179.395 1.0333 176.487
152 10.605 1.16051 3.91855 1.04715 183.255 1.03621 180.304
153 10.675 1.07907 3.9967 1.0491 187.174 1.03629 184.171
154 10.745 1.17203 4.0827 1.04703 191.137 1.03776 188.094
155 10.815 1.13404 4.167 1.04229 195.133 1.03745 192.068
156 10.885 1.10423 4.25015 1.03801 199.165 1.03773 196.095
157 10.955 1.09279 4.3335 1.03923 203.253 1.03805 200.174
158 11.025 1.14303 4.4218 1.04349 207.411 1.03804 204.306
159 11.095 1.06986 4.5055 1.02936 211.565 1.03635 208.484
160 11.165 1.11896 4.59415 1.03301 215.786 1.03689 212.717
161 11.235 1.10943 4.68315 1.03026 220.049 1.03512 216.995
162 11.305 1.09758 4.7723 1.02218 224.331 1.03226 221.315
163 11.375 1.07499 4.8607 1.0198 228.657 1.03251 225.69
164 11.445 1.0787 4.9505 1.0161 233.02 1.02922 230.105
165 11.515 1.08936 5.0423 1.01384 237.426 1.02743 234.566
166 11.585 1.0692 5.1335 1.01342 241.885 1.02678 239.079
167 11.655 1.0535 5.22445 1.00784 246.373 1.02507 243.639
168 11.725 1.00891 5.3126 1.00063 250.882 1.02117 248.236
169 11.795 1.04051 5.4046 1.00038 255.445 1.02035 252.885
170 11.865 1.05677 5.49915 1.00015 260.06 1.01687 257.573
171 11.935 1.00465 5.5901 0.996227 264.712 1.0149 262.307
172 12.005 1.0017 5.68185 0.991089 269.394 1.01318 267.089
173 12.075 1.01062 5.7755 0.991913 274.135 1.00991 271.911
174 12.145 1.01821 5.87095 0.983117 278.889 1.00811 276.78
175 12.215 1.00024 5.9658 0.986746 283.715 1.00448 281.688
176 12.285 0.960205 6.0579 0.984972 288.588 1.00217 286.641
177 12.355 0.995226 6.15445 0.981677 293.5 0.99995 291.64
178 12.425 0.969775 6.2496 0.978551 298.452 0.999015 296.69
179 12.495 0.94231 6.3431 0.976024 303.447 0.996022 301.782
180 12.565 1.02004 6.44545 0.977174 308.505 0.994093 306.922
181 12.635 0.992015 6.5461 0.974221 313.603 0.992408 312.11
182 12.705 0.9314 6.64165 0.971873 318.745 0.991173 317.349
183 12.775 0.962196 6.74145 0.971911 323.945 0.989271 322.637
184 12.845 0.931711 6.83915 0.970859 329.196 0.987042 327.97
185 12.915 0.957014 6.9406 0.970647 334.503 0.985808 333.354
186 12.985 0.959321 7.0434 0.975769 339.896 0.984643 338.791
187 13.055 0.943984 7.14565 0.971992 345.327 0.985232 344.29
188 13.125 0.956776 7.2504 0.974464 350.83 0.98357 349.838
189 13.195 0.95343 7.3559 0.976754 356.404 0.982731 355.441
190 13.265 0.942499 7.4613 0.978132 362.046 0.982791 361.104
191 13.335 0.907855 7.5639 0.977951 367.747 0.982324 366.825
192 13.405 0.904527 7.6672 0.977445 373.504 0.981758 372.602
193 13.475 0.951047 7.77695 0.977535 379.323 0.981544 378.438
194 13.545 0.97812 7.891 0.978839 385.21 0.980765 384.331
195 13.615 0.946019 8.00245 0.981866 391.176 0.981856 390.291
196 13.685 0.952329 8.1158 0.985893 397.229 0.982231 396.315
197 13.755 0.975926 8.23315 0.98711 403.351 0.983156 402.406
198 13.825 0.944664 8.3479 0.99215 409.567 0.983111 408.559
199 13.895 0.940468 8.4633 0.990553 415.836 0.985334 414.789
200 13.965 0.955671 8.58175 0.997162 422.211 0.984625 421.077
4400000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 0 0
43 2.975 0 0 0 0 1.40821e-05 4.08163e-06
44 3.045 0 0 0.000246747 7.5e-05 0.000174747 5.71429e-05
45 3.115 0 0 0.00235782 0.000825 0.00195562 0.000678571
46 3.185 0 0 0.0154865 0.005975 0.010425 0.00414184
47 3.255 0.0668267 0.00045 0.0467143 0.0222 0.0347028 0.0161827
48 3.325 0.17078 0.00165 0.119267 0.065425 0.0852367 0.0470429
49 3.395 0.3754 0.0044 0.227343 0.151325 0.167296 0.11019
50 3.465 0.537302 0.0085 0.370696 0.297225 0.273649 0.217784
51 3.535 0.862489 0.01535 0.506229 0.5046 0.393241 0.378709
52 3.605 0.908015 0.02285 0.641856 0.77805 0.514597 0.597719
53 3.675 1.18248 0.033 0.763718 1.11617 0.612579 0.868653
54 3.745 1.39111 0.0454 0.838152 1.50152 0.687128 1.18425
55 3.815 1.5081 0.05935 0.897384 1.92967 0.73133 1.53281
56 3.885 1.67837 0.07545 0.931125 2.39037 0.74792 1.90249
57 3.955 1.65469 0.0919 0.949358 2.87718 0.749275 2.2863
58 4.025 1.62678 0.10865 0.980598 3.39795 0.745017 2.68156
59 4.095 1.60448 0.12575 0.989564 3.94192 0.745424 3.09091
60 4.165 1.57368 0.1431 0.990521 4.5052 0.750944 3.51751
61 4.235 1.57472 0.16105 1.02893 5.11015 0.768407 3.96883
62 4.305 1.66401 0.18065 1.04241 5.74345 0.789563 4.44803
63 4.375 1.82081 0.2028 1.05952 6.40825 0.8147 4.95869
64 4.445 1.50112 0.22165 1.06358 7.09713 0.840737 5.50268
65 4.515 1.75981 0.24445 1.0948 7.82873 0.863376 6.07904
66 4.585 1.63164 0.26625 1.09006 8.57992 0.88985 6.69164
67 4.655 1.57568 0.28795 1.11648 9.373 0.913942 7.34018
68 4.725 1.5822 0.3104 1.1274 10.1981 0.94063 8.02789
69 4.795 1.56714 0.3333 1.1547 11.0684 0.973472 8.76085
70 4.865 1.54563 0.35655 1.16653 11.9735 1.00533 9.54007
71 4.935 1.58285 0.38105 1.18105 12.9164 1.03304 10.364
72 5.005 1.70534 0.4082 1.19994 13.9017 1.05384 11.2285
73 5.075 1.68611 0.4358 1.19366 14.9095 1.06788 12.1291
74 5.145 1.59894 0.4627 1.19026 15.9424 1.0754 13.0614
75 5.215 1.52737 0.4891 1.19442 17.0072 1.07919 14.0225
76 5.285 1.56886 0.51695 1.18887 18.0958 1.0845 15.0145
77 5.355 1.67352 0.54745 1.18475 19.2095 1.09057 16.0386
78 5.425 1.47824 0.5751 1.18562 20.3533 1.10344 17.1021
79 5.495 1.53201 0.6045 1.17799 21.5193 1.11587 18.2055
80 5.565 1.52166 0.63445 1.17627 22.7135 1.12806 19.3495
81 5.635 1.51382 0.665 1.18909 23.9512 1.14027 20.5352
82 5.705 1.54941 0.69705 1.17911 25.2092 1.15291 21.764
83 5.775 1.59936 0.73095 1.18368 26.5033 1.1613 23.0323
84 5.845 1.48759 0.76325 1.17152 27.8153 1.16877 24.3399
85 5.915 1.42336 0.7949 1.15787 29.1433 1.17206 25.6828
86 5.985 1.49568 0.82895 1.15905 30.5043 1.17316 27.059
87 6.055 1.47418 0.8633 1.14345 31.8785 1.16849 28.4619
88 6.125 1.44067 0.89765 1.1288 33.2667 1.16599 29.8944
89 6.195 1.4493 0.933 1.11647 34.6713 1.15921 31.3512
90 6.265 1.35496 0.9668 1.1033 36.0909 1.15286 32.833
91 6.335 1.3095 1.0002 1.09306 37.5289 1.14316 34.3354
92 6.405 1.34815 1.03535 1.07374 38.9729 1.13236 35.8567
93 6.475 1.39047 1.0724 1.05968 40.4292 1.12263 37.398
94 6.545 1.36456 1.10955 1.03779 41.8865 1.11299 38.9593
95 6.615 1.38437 1.14805 1.03084 43.3652 1.10293 40.5398
96 6.685 1.27983 1.1844 1.01851 44.8573 1.09533 42.1427
97 6.755 1.26379 1.22105 1.00188 46.3559 1.08538 43.7646
98 6.825 1.29374 1.25935 0.990551 47.8684 1.07793 45.4088
99 6.895 1.27091 1.29775 0.978145 49.3928 1.07245 47.0785
100 6.965 1.24549 1.33615 0.980545 50.9521 1.06342 48.7678
101 7.035 1.23037 1.37485 0.964827 52.5174 1.05469 50.4772
102 7.105 1.21092 1.4137 0.956107 54.0996 1.04478 52.2043
103 7.175 1.17977 1.4523 0.94166 55.6887 1.03505 53.9493
104 7.245 1.20354 1.49245 0.944605 57.3141 1.02465 55.7106
105 7.315 1.26148 1.53535 0.92982 58.945 1.01473 57.4887
106 7.385 1.20306 1.57705 0.918653 60.5874 1.00379 59.2814
107 7.455 1.18624 1.61895 0.91526 62.2549 0.993619 61.0898
108 7.525 1.12259 1.65935 0.914796 63.953 0.985206 62.9167
109 7.595 1.12927 1.70075 0.906711 65.6675 0.975122 64.7587
110 7.665 1.12347 1.7427 0.898079 67.3971 0.966159 66.6176
111 7.735 1.11638 1.78515 0.895078 69.1526 0.956821 68.4923
112 7.805 1.08094 1.827 0.897798 70.9455 0.950868 70.3892
113 7.875 1.0948 1.87015 0.893751 72.7624 0.944011 72.3063
114 7.945 1.10176 1.91435 0.88729 74.5984 0.938742 74.2468
115 8.015 1.11812 1.96 0.886865 76.466 0.934548 76.2128
116 8.085 1.15541 2.008 0.884899 78.3621 0.932955 78.2099
117 8.155 1.19362 2.05845 0.89593 80.3153 0.928159 80.2312
118 8.225 1.11873 2.10655 0.88938 82.2877 0.925991 82.2827
119 8.295 1.18797 2.1585 0.899593 84.3167 0.924868 84.3666
120 8.365 1.26824 2.2149 0.898137 86.3769 0.923381 86.4825
121 8.435 1.18204 2.26835 0.903015 88.483 0.924854 88.6373
122 8.505 1.14743 2.3211 0.914686 90.6519 0.924163 90.8265
123 8.575 1.27536 2.3807 0.919447 92.8681 0.92451 93.0526
124 8.645 1.1832 2.4369 0.9197 95.1213 0.926924 95.3212
125 8.715 1.15495 2.49265 0.930801 97.4387 0.929172 97.6322
126 8.785 1.17332 2.5502 0.932124 99.7969 0.93093 99.985
127 8.855 1.14782 2.6074 0.947237 102.232 0.934526 102.385
128 8.925 1.17729 2.667 0.952839 104.72 0.937416 104.83
129 8.995 1.22905 2.7302 0.959294 107.264 0.941015 107.323
130 9.065 1.19769 2.79275 0.960647 109.852 0.945911 109.869
131 9.135 1.16055 2.8543 0.968939 112.502 0.951148 112.468
132 9.205 1.22746 2.9204 0.979109 115.222 0.954737 115.117
133 9.275 1.21632 2.9869 0.983579 117.995 0.96055 117.823
134 9.345 1.22249 3.05475 0.997683 120.852 0.963754 120.579
135 9.415 1.17154 3.12075 0.998501 123.753 0.970172 123.395
136 9.485 1.26012 3.1928 1.0045 126.715 0.974914 126.267
137 9.555 1.13832 3.25885 1.00796 129.732 0.979227 129.195
138 9.625 1.16599 3.3275 1.01755 132.822 0.984965 132.183
139 9.695 1.1919 3.3987 1.02144 135.969 0.989975 135.23
140 9.765 1.14269 3.46795 1.02837 139.184 0.994788 138.337
141 9.835 1.14112 3.5381 1.03039 142.451 0.999479 141.503
142 9.905 1.12265 3.6081 1.03728 145.787 1.00326 144.726
143 9.975 1.11327 3.6785 1.03254 149.155 1.00816 148.011
144 10.045 1.15473 3.75255 1.03916 152.592 1.01284 151.358
145 10.115 1.14572 3.82705 1.04244 156.088 1.0157 154.761
146 10.185 1.16036 3.90355 1.04063 159.627 1.02032 158.227
147 10.255 1.11316 3.97795 1.04102 163.216 1.02312 161.75
148 10.325 1.10254 4.05265 1.04678 166.874 1.02673 165.335
149 10.395 1.10886 4.1288 1.05127 170.597 1.02851 168.974
150 10.465 1.0912 4.20475 1.04263 174.341 1.03272 172.678
151 10.535 1.04272 4.2783 1.04729 178.151 1.03421 176.436
152 10.605 1.07657 4.35525 1.04344 181.998 1.03575 180.251
153 10.675 1.07354 4.433 1.04532 185.902 1.03661 184.119
154 10.745 1.01054 4.50715 1.04272 189.849 1.03888 188.047
155 10.815 1.0049 4.58185 1.04583 193.859 1.03877 192.026
156 10.885 1.04181 4.6603 1.04749 197.927 1.03875 196.056
157 10.955 0.944634 4.73235 1.04042 202.02 1.03945 200.141
158 11.025 1.00193 4.80975 1.03619 206.149 1.03925 204.278
159 11.095 1.01937 4.8895 1.04251 210.356 1.03934 208.468
160 11.165 0.962447 4.96575 1.03521 214.586 1.03857 212.707
161 11.235 0.935533 5.0408 1.02917 218.844 1.03749 216.996
162 11.305 0.96769 5.1194 1.02589 223.142 1.0356 221.33
163 11.375 0.960072 5.19835 1.01886 227.464 1.03474 225.715
164 11.445 0.96338 5.27855 1.02615 231.87 1.03275 230.145
165 11.515 0.984336 5.3615 1.021 236.308 1.03142 234.623
166 11.585 0.902721 5.4385 1.01325 240.766 1.0294 239.147
167 11.655 0.938822 5.51955 1.00927 245.26 1.02656 243.714
168 11.725 0.920206 5.59995 1.01338 249.827 1.02455 248.326
169 11.795 0.943811 5.6834 1.00693 254.419 1.02275 252.986
170 11.865 0.914825 5.76525 1.00282 259.047 1.02052 257.691
171 11.935 0.965431 5.85265 1.00429 263.736 1.01719 262.435
172 12.005 0.919269 5.93685 0.99882 268.455 1.0153 267.227
173 12.075 0.928066 6.02285 0.995025 273.211 1.01178 272.058
174 12.145 0.917399 6.10885 0.9926 278.01 1.00981 276.936
