# Time-averaged data for fix rdf_out
# TimeStep Number-of-rows
# Row c_rdf_ref[1] c_rdf_ref[2] c_rdf_ref[3] c_rdf_ref[4] c_rdf_ref[5] c_rdf_ref[6] c_rdf_ref[7]
400000 200
198 13.825 0.982945 7.87485 0.990534 409.848 0.983524 408.389
199 13.895 1.04152 8.00265 0.989044 416.107 0.984469 414.613
200 13.965 1.03756 8.13125 0.990287 422.438 0.98602 420.91
1400000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 0 0
43 2.975 0 0 0 0 7.04104e-06 2.04082e-06
44 3.045 0 0 0.000411244 0.000125 0.000198271 6.22449e-05
45 3.115 0 0 0.00243641 0.0009 0.00191708 0.000671429
46 3.185 0.0155103 0.0001 0.0144341 0.0057 0.00966325 0.00388163
47 3.255 0.0445511 0.0004 0.0467143 0.021925 0.0331853 0.0153959
48 3.325 0.17078 0.0016 0.110713 0.06205 0.0833145 0.0455602
49 3.395 0.395876 0.0045 0.216624 0.1439 0.164722 0.107736
50 3.465 0.511092 0.0084 0.347194 0.28055 0.27191 0.214646
51 3.535 0.881376 0.0154 0.488714 0.48075 0.393136 0.375529
52 3.605 1.01698 0.0238 0.625307 0.74715 0.514813 0.594631
53 3.675 1.22326 0.0343 0.749319 1.0789 0.616607 0.867346
54 3.745 1.21161 0.0451 0.822709 1.45715 0.692334 1.18533
55 3.815 1.43783 0.0584 0.884284 1.87905 0.737094 1.53664
56 3.885 1.52721 0.07305 0.922889 2.33568 0.755643 1.91014
57 3.955 1.3479 0.08645 0.938144 2.81672 0.756002 2.2974
58 4.025 1.4811 0.1017 0.963369 3.32835 0.751593 2.69614
59 4.095 1.44497 0.1171 0.985335 3.87 0.751242 3.10869
60 4.165 1.58275 0.13455 0.994346 4.43545 0.757841 3.53921
61 4.235 1.51331 0.1518 1.01915 5.03465 0.77405 3.99384
62 4.305 1.52393 0.16975 1.04018 5.6666 0.797906 4.4781
63 4.375 1.47966 0.18775 1.05506 6.3286 0.820258 4.99225
64 4.445 1.31796 0.2043 1.06393 7.0177 0.844814 5.53887
65 4.515 1.30828 0.22125 1.07822 7.73823 0.86715 6.11776
66 4.585 1.2649 0.23815 1.08669 8.4871 0.891836 6.73172
67 4.655 1.24167 0.25525 1.10965 9.27533 0.919471 7.38419
68 4.725 1.34963 0.2744 1.11845 10.0939 0.945722 8.07562
69 4.795 1.30024 0.2934 1.14776 10.9589 0.976222 8.81065
70 4.865 1.25312 0.31225 1.15908 11.8583 1.0085 9.59232
71 4.935 1.26305 0.3318 1.17241 12.7942 1.03539 10.4181
72 5.005 1.24367 0.3516 1.18791 13.7697 1.05858 11.2865
73 5.075 1.22793 0.3717 1.18646 14.7715 1.07011 12.189
74 5.145 1.0937 0.3901 1.17361 15.7898 1.07808 13.1236
75 5.215 1.05585 0.40835 1.18999 16.8508 1.08362 14.0887
76 5.285 1.12102 0.42825 1.18663 17.9372 1.08844 15.0843
77 5.355 1.18244 0.4498 1.18334 19.0496 1.09377 16.1114
78 5.425 1.08262 0.47005 1.18581 20.1936 1.10523 17.1766
79 5.495 0.943177 0.48815 1.18322 21.3648 1.11843 18.2825
80 5.565 0.970406 0.50725 1.18957 22.5725 1.13142 19.4299
81 5.635 0.966267 0.52675 1.18477 23.8057 1.14087 20.6163
82 5.705 1.03455 0.54815 1.18849 25.0737 1.15448 21.8468
83 5.775 0.976601 0.56885 1.18594 26.3703 1.16258 23.1165
84 5.845 0.939533 0.58925 1.18427 27.6966 1.16758 24.4227
85 5.915 0.973642 0.6109 1.17997 29.0499 1.17049 25.7638
86 5.985 0.929037 0.63205 1.1701 30.4238 1.16975 27.136
87 6.055 0.931285 0.65375 1.15478 31.8117 1.16661 28.5366
88 6.125 0.920606 0.6757 1.15747 33.2352 1.16369 29.9663
89 6.195 0.891719 0.69745 1.14712 34.6783 1.15665 31.4199
90 6.265 0.863886 0.719 1.12773 36.1293 1.14782 32.8953
91 6.335 0.790011 0.73915 1.10914 37.5885 1.13986 34.3933
92 6.405 0.77092 0.75925 1.09817 39.0653 1.12732 35.9078
93 6.475 0.724318 0.77855 1.08758 40.56 1.11819 37.443
94 6.545 0.719927 0.79815 1.05995 42.0484 1.10608 38.9946
95 6.615 0.796464 0.8203 1.05101 43.556 1.09432 40.5628
96 6.685 0.767548 0.8421 1.04295 45.0839 1.08792 42.1549
97 6.755 0.710344 0.8627 1.03286 46.6289 1.07865 43.7667
98 6.825 0.670513 0.88255 1.01128 48.173 1.0724 45.4025
99 6.895 0.69172 0.90345 1.00992 49.7469 1.06437 47.0595
100 6.965 0.648694 0.92345 0.997492 51.3332 1.05752 48.7395
101 7.035 0.710562 0.9458 0.9911 52.9411 1.04776 50.4377
102 7.105 0.709097 0.96855 0.981623 54.5655 1.03832 52.1541
103 7.175 0.66018 0.99015 0.971955 56.2058 1.02896 53.8888
104 7.245 0.699943 1.0135 0.95742 57.8532 1.01957 55.6413
105 7.315 0.716016 1.03785 0.954591 59.5276 1.00923 57.4098
106 7.385 0.680869 1.06145 0.940999 61.2099 0.998738 59.1935
107 7.455 0.652572 1.0845 0.943102 62.9281 0.989522 60.9945
108 7.525 0.712734 1.11015 0.929961 64.6544 0.97929 62.8104
109 7.595 0.66556 1.13455 0.926754 66.4068 0.970222 64.6432
110 7.665 0.732464 1.1619 0.92234 68.1832 0.960883 66.4919
111 7.735 0.732416 1.18975 0.916951 69.9816 0.95321 68.3595
112 7.805 0.724503 1.2178 0.91505 71.8089 0.946663 70.248
113 7.875 0.718023 1.2461 0.902556 73.6437 0.942115 72.1613
114 7.945 0.716644 1.27485 0.911756 75.5303 0.936969 74.0981
115 8.015 0.785008 1.3069 0.9051 77.4363 0.933562 76.062
116 8.085 0.788324 1.33965 0.906903 79.3796 0.930671 78.0542
117 8.155 0.79141 1.3731 0.90695 81.3568 0.927006 80.0731
118 8.225 0.769856 1.4062 0.909266 83.3732 0.926993 82.1267
119 8.295 0.823234 1.4422 0.918392 85.4447 0.926395 84.2141
120 8.365 0.802768 1.4779 0.917276 87.5487 0.924062 86.3315
121 8.435 0.881275 1.51775 0.923038 89.7016 0.925254 88.4873
122 8.505 0.827675 1.5558 0.928856 91.904 0.92381 90.6756
123 8.575 0.896601 1.5977 0.931053 94.1483 0.926896 92.9075
124 8.645 0.878982 1.63945 0.935119 96.4392 0.928907 95.1809
125 8.715 0.943642 1.685 0.942469 98.7857 0.930593 97.4955
126 8.785 0.95109 1.73165 0.949645 101.188 0.934156 99.8564
127 8.855 0.89297 1.77615 0.955202 103.643 0.937628 102.264
128 8.925 0.925437 1.823 0.964558 106.162 0.9415 104.72
129 8.995 0.951928 1.87195 0.970058 108.735 0.945625 107.225
130 9.065 0.902817 1.9191 0.97403 111.359 0.94927 109.78
131 9.135 0.984254 1.9713 0.985151 114.054 0.954384 112.388
132 9.205 1.00927 2.02565 0.991503 116.808 0.960053 115.052
133 9.275 0.95568 2.0779 0.994794 119.613 0.965061 117.771
134 9.345 0.990064 2.13285 0.999953 122.475 0.969144 120.542
135 9.415 0.987822 2.1885 1.00093 125.384 0.97563 123.374
136 9.485 0.991659 2.2452 1.01573 128.379 0.980526 126.263
137 9.555 0.997002 2.30305 1.01922 131.43 0.984497 129.206
138 9.625 1.01228 2.36265 1.02098 134.53 0.990111 132.21
139 9.695 1.0563 2.42575 1.02793 137.698 0.994809 135.272
140 9.765 1.07751 2.49105 1.02522 140.902 1.0001 138.395
141 9.835 1.0785 2.55735 1.02881 144.164 1.0032 141.573
142 9.905 1.06972 2.62405 1.03401 147.49 1.00737 144.809
143 9.975 1.06662 2.6915 1.03459 150.864 1.0107 148.102
144 10.045 1.06116 2.75955 1.04086 154.307 1.01622 151.46
145 10.115 1.11035 2.83175 1.04414 157.809 1.01948 154.876
146 10.185 1.12396 2.90585 1.04318 161.356 1.02199 158.348
147 10.255 1.04059 2.9754 1.04104 164.945 1.02524 161.878
148 10.325 1.09221 3.0494 1.04267 168.589 1.02804 165.467
149 10.395 1.07682 3.12335 1.04449 172.289 1.03128 169.117
150 10.465 1.06606 3.19755 1.04217 176.03 1.03352 172.823
151 10.535 1.08596 3.27415 1.03803 179.807 1.03557 176.587
152 10.605 1.04229 3.34865 1.04493 183.659 1.03561 180.401
153 10.675 1.13015 3.4305 1.04364 187.558 1.03729 184.272
154 10.745 1.06301 3.5085 1.03554 191.477 1.03771 188.195
155 10.815 1.08427 3.5891 1.04 195.464 1.03911 192.175
156 10.885 1.08564 3.67085 1.03443 199.482 1.03797 196.203
157 10.955 1.09606 3.75445 1.03236 203.543 1.03812 200.283
158 11.025 1.06471 3.8367 1.02801 207.64 1.03712 204.411
159 11.095 1.07177 3.92055 1.02952 211.794 1.0362 208.588
160 11.165 1.07668 4.00585 1.03063 216.005 1.03629 212.818
161 11.235 1.06268 4.0911 1.02618 220.252 1.0349 217.096
162 11.305 1.07603 4.1785 1.022 224.533 1.03332 221.421
163 11.375 1.10053 4.269 1.02366 228.875 1.03101 225.789
164 11.445 1.07389 4.3584 1.01512 233.234 1.02893 230.203
165 11.515 1.04486 4.44645 1.01292 237.637 1.02778 234.666
166 11.585 1.08033 4.5386 1.00913 242.076 1.02507 239.171
167 11.655 1.03786 4.6282 1.00412 246.548 1.02155 243.715
168 11.725 1.01062 4.7165 1.00356 251.07 1.021 248.311
169 11.795 1.062 4.8104 1.00208 255.64 1.0182 252.95
170 11.865 1.06795 4.90595 1.00165 260.263 1.01539 257.631
171 11.935 1.03557 4.9997 0.995665 264.912 1.01348 262.359
172 12.005 1.06939 5.09765 0.992475 269.6 1.00972 267.124
173 12.075 1.04569 5.19455 0.989418 274.329 1.00796 271.937
174 12.145 1.07581 5.2954 0.988443 279.109 1.00523 276.792
175 12.215 1.05824 5.39575 0.981839 283.911 1.00373 281.697
176 12.285 1.04413 5.4959 0.978529 288.752 1.0001 286.64
177 12.355 1.01842 5.5947 0.983365 293.673 0.99807 291.629
178 12.425 1.02736 5.6955 0.981619 298.64 0.995829 296.663
179 12.495 1.04057 5.79875 0.982736 303.67 0.994723 301.749
180 12.565 1.04346 5.90345 0.981347 308.749 0.992176 306.878
181 12.635 1.01123 6.00605 0.977966 313.867 0.990784 312.058
182 12.705 1.00841 6.1095 0.977727 319.04 0.988542 317.283
183 12.775 1.0562 6.21905 0.97899 324.278 0.987738 322.562
184 12.845 1.04281 6.3284 0.978467 329.57 0.985932 327.889
185 12.915 1.05088 6.4398 0.977414 334.914 0.984631 333.268
186 12.985 1.02418 6.54955 0.978438 340.322 0.983735 338.699
187 13.055 1.0303 6.66115 0.977151 345.781 0.982475 344.183
188 13.125 1.02985 6.7739 0.981799 351.325 0.981956 349.722
189 13.195 1.08537 6.894 0.984525 356.944 0.981457 355.318
190 13.265 1.00107 7.00595 0.982895 362.614 0.981188 360.972
191 13.335 1.05651 7.12535 0.983321 368.346 0.980682 366.682
192 13.405 1.03937 7.24405 0.980462 374.121 0.980531 372.452
193 13.475 1.03987 7.36405 0.981874 379.965 0.981025 378.286
194 13.545 1.08232 7.49025 0.985236 385.891 0.981659 384.183
195 13.615 1.00459 7.6086 0.988285 391.896 0.981857 390.144
196 13.685 1.04391 7.73285 0.986283 397.951 0.982839 396.171
197 13.755 1.02957 7.85665 0.990225 404.093 0.982491 402.258
198 13.825 1.0558 7.9849 0.993487 410.317 0.983699 408.415
199 13.895 1.03826 8.1123 0.992658 416.6 0.985191 414.644
200 13.965 1.07226 8.2452 0.992946 422.947 0.986071 420.942
1600000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 3.69222e-06 1.02041e-06
43 2.975 0 0 0 0 7.04104e-06 3.06122e-06
44 3.045 0 0 0.000575742 0.000175 0.000235237 7.44898e-05
45 3.115 0 0 0.00196485 0.0008 0.00175331 0.000631633
46 3.185 0.0155103 0.0001 0.0141333 0.0055 0.00989362 0.00391837
47 3.255 0.103953 0.0008 0.0457785 0.0214 0.0329382 0.0153469
48 3.325 0.156549 0.0019 0.111886 0.06195 0.0827283 0.045299
49 3.395 0.245716 0.0037 0.214309 0.142925 0.164806 0.107506
50 3.465 0.327623 0.0062 0.342176 0.2776 0.272867 0.214793
51 3.535 0.610667 0.01105 0.48731 0.477225 0.394902 0.376398
52 3.605 0.77484 0.01745 0.631586 0.7463 0.51622 0.596099
53 3.675 0.98443 0.0259 0.757902 1.08185 0.621789 0.871106
54 3.745 0.964802 0.0345 0.831953 1.46435 0.698321 1.19184
55 3.815 1.1081 0.04475 0.900423 1.89395 0.742283 1.54563
56 3.885 1.31872 0.0574 0.928952 2.35358 0.763622 1.92307
57 3.955 1.3831 0.07115 0.959206 2.84543 0.761955 2.31337
58 4.025 1.24315 0.08395 0.958285 3.35435 0.753772 2.71328
59 4.095 1.41682 0.09905 0.988655 3.89783 0.755164 3.12798
60 4.165 1.39227 0.1144 0.990917 4.46132 0.760649 3.56009
61 4.235 1.29838 0.1292 1.00997 5.05513 0.777389 4.01668
62 4.305 1.38809 0.14555 1.04039 5.6872 0.799044 4.50163
63 4.375 1.26182 0.1609 1.04633 6.34373 0.822842 5.0174
64 4.445 1.20249 0.176 1.05864 7.0294 0.848255 5.56625
65 4.515 1.17707 0.19125 1.07437 7.74735 0.870277 6.14722
66 4.585 1.21625 0.2075 1.08763 8.49687 0.89467 6.76314
67 4.655 1.28886 0.22525 1.09438 9.27425 0.918951 7.41524
68 4.725 1.24743 0.24295 1.10144 10.0804 0.946111 8.10695
69 4.795 1.28656 0.26175 1.1196 10.9242 0.976798 8.84242
70 4.865 1.28969 0.28115 1.13692 11.8063 1.00704 9.62295
71 4.935 1.25659 0.3006 1.15058 12.7249 1.03361 10.4473
72 5.005 1.26566 0.32075 1.17662 13.6911 1.05387 11.3118
73 5.075 1.176 0.34 1.17106 14.6798 1.06761 12.2123
74 5.145 1.17691 0.3598 1.16946 15.6946 1.07688 13.1458
75 5.215 1.22074 0.3809 1.15715 16.7262 1.0816 14.1091
76 5.285 1.18862 0.402 1.16668 17.7944 1.08494 15.1014
77 5.355 1.24828 0.42475 1.15379 18.8791 1.09188 16.1268
78 5.425 1.17618 0.44675 1.168 20.0059 1.1014 17.1883
79 5.495 1.24281 0.4706 1.1599 21.154 1.11507 18.2909
80 5.565 1.13045 0.49285 1.16383 22.3355 1.12714 19.434
81 5.635 1.09263 0.5149 1.1706 23.554 1.14138 20.6209
82 5.705 1.14574 0.5386 1.15472 24.786 1.15253 21.8493
83 5.775 1.16767 0.56335 1.15743 26.0514 1.15969 23.1158
84 5.845 1.13987 0.5881 1.16391 27.3549 1.1668 24.4212
85 5.915 1.13329 0.6133 1.15336 28.6777 1.16884 25.7604
86 5.985 1.10255 0.6384 1.14321 30.0201 1.16897 27.1316
87 6.055 1.09008 0.6638 1.13577 31.3851 1.16642 28.5321
88 6.125 1.11983 0.6905 1.12183 32.7647 1.16451 29.9627
89 6.195 1.08031 0.71685 1.1156 34.1682 1.15724 31.4171
90 6.265 1.04428 0.7429 1.11547 35.6034 1.15226 32.8982
91 6.335 1.06446 0.77005 1.09363 37.0422 1.13995 34.3963
92 6.405 1.02789 0.79685 1.06997 38.4811 1.12766 35.9112
93 6.475 0.985148 0.8231 1.07532 39.9589 1.11829 37.4466
94 6.545 1.07989 0.8525 1.04722 41.4295 1.10746 39.0002
95 6.615 0.974454 0.8796 1.04397 42.927 1.099 40.575
96 6.685 0.918945 0.9057 1.03485 44.443 1.08965 42.1697
97 6.755 0.915516 0.93225 1.0267 45.9787 1.08187 43.7863
98 6.825 0.961013 0.9607 1.01874 47.5343 1.07444 45.4252
99 6.895 0.923396 0.9886 1.00699 49.1036 1.06623 47.0852
100 6.965 0.911416 1.0167 0.997806 50.6904 1.05851 48.7667
101 7.035 0.92834 1.0459 0.994167 52.3033 1.05001 50.4685
102 7.105 0.872735 1.0739 0.979554 53.9243 1.04122 52.1898
103 7.175 0.840507 1.1014 0.97714 55.5733 1.03158 53.9288
104 7.245 0.857318 1.13 0.965033 57.2337 1.02182 55.6853
105 7.315 0.771886 1.15625 0.960235 58.9181 1.01114 57.4571
106 7.385 0.884265 1.1869 0.950172 60.6168 1.00084 59.2446
107 7.455 0.822439 1.21595 0.948248 62.3444 0.990791 61.0478
108 7.525 0.875287 1.24745 0.94021 64.0896 0.981026 62.867
109 7.595 0.879685 1.2797 0.933364 65.8546 0.97173 64.7026
110 7.665 0.847622 1.31135 0.925948 67.6379 0.963208 66.5558
111 7.735 0.878373 1.34475 0.924026 69.4501 0.955632 68.4281
112 7.805 0.765829 1.3744 0.923788 71.2949 0.947937 70.3191
113 7.875 0.787796 1.40545 0.918654 73.1625 0.943118 72.2345
114 7.945 0.781453 1.4368 0.917132 75.0602 0.938216 74.1739
115 8.015 0.813176 1.47 0.914681 76.9864 0.934439 76.1396
116 8.085 0.800359 1.50325 0.91864 78.9548 0.930038 78.1305
117 8.155 0.781946 1.5363 0.922007 80.9649 0.929694 80.1552
118 8.225 0.780322 1.56985 0.91656 82.9974 0.926234 82.2072
119 8.295 0.771782 1.6036 0.922958 85.0792 0.92504 84.2915
120 8.365 0.853362 1.64155 0.921843 87.1937 0.925509 86.4122
121 8.435 0.837046 1.6794 0.922995 89.3465 0.925427 88.5684
122 8.505 0.815711 1.7169 0.92738 91.5455 0.926242 90.7625
123 8.575 0.843105 1.7563 0.936083 93.8018 0.926581 92.9936
124 8.645 0.832665 1.79585 0.935578 96.0939 0.929502 95.2685
125 8.715 0.862847 1.8375 0.946857 98.4513 0.930329 97.5824
126 8.785 0.880753 1.8807 0.949289 100.853 0.934556 99.9443
127 8.855 0.854843 1.9233 0.951769 103.299 0.935803 102.347
128 8.925 0.868153 1.96725 0.962567 105.813 0.941294 104.803
129 8.995 0.896504 2.01335 0.971359 108.389 0.945031 107.307
130 9.065 0.925795 2.0617 0.973343 111.011 0.949347 109.861
131 9.135 0.91826 2.1104 0.976771 113.683 0.954237 112.469
132 9.205 0.852352 2.1563 0.984383 116.417 0.95977 115.132
133 9.275 0.909039 2.206 0.989971 119.209 0.964203 117.848
134 9.345 0.906282 2.2563 0.99233 122.05 0.969508 120.621
135 9.415 0.908831 2.3075 1.00057 124.957 0.974934 123.451
136 9.485 0.951433 2.3619 1.00459 127.92 0.980169 126.339
137 9.555 0.89532 2.41385 1.01806 130.966 0.984859 129.283
138 9.625 0.947735 2.46965 1.01442 134.047 0.988468 132.282
139 9.695 0.940795 2.52585 1.02411 137.203 0.992809 135.338
140 9.765 0.910854 2.58105 1.02019 140.392 0.997986 138.454
141 9.835 0.930468 2.63825 1.03343 143.668 1.00222 141.629
142 9.905 0.925382 2.69595 1.03167 146.986 1.0066 144.863
143 9.975 0.977275 2.75775 1.03586 150.365 1.01057 148.155
144 10.045 0.920819 2.8168 1.03597 153.791 1.01524 151.51
145 10.115 0.936569 2.8777 1.03439 157.261 1.01867 154.923
146 10.185 0.941183 2.93975 1.04082 160.8 1.02124 158.392
147 10.255 0.998698 3.0065 1.04455 164.401 1.02502 161.922
148 10.325 0.944614 3.0705 1.0484 168.065 1.02731 165.509
149 10.395 0.972707 3.1373 1.04655 171.772 1.02965 169.152
150 10.465 0.977697 3.20535 1.04205 175.513 1.03209 172.854
151 10.535 0.972544 3.27395 1.04488 179.314 1.03292 176.608
152 10.605 0.954851 3.3422 1.04723 183.175 1.03505 180.42
153 10.675 0.976198 3.4129 1.04806 187.09 1.03635 184.287
154 10.745 0.94853 3.4825 1.04874 191.059 1.03648 188.206
155 10.815 0.938309 3.55225 1.05034 195.086 1.03794 192.181
156 10.885 0.967447 3.6251 1.04314 199.138 1.03749 196.207
157 10.955 0.947257 3.69735 1.03972 203.228 1.03783 200.286
158 11.025 1.00776 3.7752 1.04032 207.374 1.03733 204.415
159 11.095 0.975269 3.8515 1.0403 211.571 1.0359 208.591
160 11.165 0.970652 3.9284 1.04139 215.827 1.03508 212.816
161 11.235 0.905616 4.00105 1.0334 220.103 1.03411 217.09
162 11.305 0.901207 4.07425 1.03223 224.427 1.03227 221.411
163 11.375 0.946696 4.1521 1.02906 228.792 1.03119 225.78
164 11.445 0.935151 4.22995 1.02958 233.213 1.02929 230.195
165 11.515 0.936276 4.30885 1.02779 237.68 1.02819 234.66
166 11.585 0.94434 4.3894 1.02369 242.184 1.02565 239.167
167 11.655 0.959092 4.4722 1.01871 246.72 1.02332 243.72
168 11.725 0.905899 4.55135 1.01857 251.311 1.02132 248.317
169 11.795 0.967562 4.6369 1.01446 255.937 1.01829 252.957
170 11.865 0.942767 4.72125 1.0101 260.598 1.01649 257.643
171 11.935 0.920694 4.8046 1.00631 265.297 1.01312 262.369
172 12.005 0.95093 4.8917 1.00822 270.061 1.01141 267.142
173 12.075 0.962599 4.9809 1.0027 274.853 1.00855 271.958
174 12.145 0.962735 5.07115 1.00116 279.694 1.00589 276.816
175 12.215 0.993915 5.1654 0.997802 284.574 1.00402 281.722
176 12.285 0.963333 5.2578 0.995043 289.497 1.00179 286.673
177 12.355 0.936986 5.3487 0.994892 294.475 0.999274 291.668
178 12.425 0.940218 5.44095 0.990654 299.489 0.996828 296.708
179 12.495 0.929209 5.53315 0.989306 304.552 0.995256 301.796
180 12.565 0.922372 5.6257 0.985019 309.65 0.992357 306.927
181 12.635 0.924008 5.71945 0.98539 314.806 0.991232 312.109
182 12.705 0.914341 5.81325 0.984927 320.018 0.989062 317.337
183 12.775 0.958822 5.9127 0.989262 325.31 0.987806 322.616
184 12.845 0.935049 6.01075 0.987083 330.649 0.986256 327.945
185 12.915 0.958429 6.11235 0.987546 336.049 0.98414 333.32
186 12.985 0.963054 6.21555 0.982558 341.479 0.983296 338.75
187 13.055 0.97445 6.3211 0.986002 346.988 0.983139 344.237
188 13.125 0.945816 6.42465 0.979001 352.517 0.981819 349.775
189 13.195 0.988223 6.534 0.985155 358.139 0.981468 355.371
190 13.265 0.960384 6.6414 0.979007 363.786 0.981139 361.025
191 13.335 0.934843 6.74705 0.984191 369.523 0.980554 366.735
192 13.405 0.967573 6.85755 0.980509 375.299 0.980263 372.503
193 13.475 1.01257 6.9744 0.983592 381.153 0.981106 378.337
194 13.545 0.983266 7.08905 0.984442 387.074 0.981135 384.232
195 13.615 0.994402 7.2062 0.984191 393.054 0.981259 390.188
196 13.685 0.985095 7.32345 0.983095 399.09 0.981709 396.209
197 13.755 1.02458 7.44665 0.986545 405.208 0.98246 402.296
198 13.825 0.975947 7.5652 0.988906 411.404 0.983779 408.453
199 13.895 1.01178 7.68935 0.989099 417.664 0.984848 414.68
200 13.965 1.02546 7.81645 0.989274 423.989 0.985649 420.975
1800000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 0 0
43 2.975 0 0 0 0 1.76026e-05 5.10204e-06
44 3.045 0 0 8.22488e-05 2.5e-05 0.000225155 7.34694e-05
45 3.115 0 0 0.00243641 0.0008 0.00196846 0.00069898
46 3.185 0 0 0.0144341 0.0056 0.0100687 0.00404388
47 3.255 0.0668267 0.00045 0.0423236 0.0203 0.0335146 0.0156724
48 3.325 0.128085 0.00135 0.118508 0.06325 0.084222 0.0461653
49 3.395 0.191113 0.00275 0.220594 0.1466 0.166165 0.108886
50 3.465 0.327623 0.00525 0.374443 0.293975 0.274419 0.216783
51 3.535 0.491052 0.00915 0.522401 0.507975 0.396385 0.378995
52 3.605 0.58113 0.01395 0.642677 0.781775 0.514427 0.597933
53 3.675 0.780554 0.02065 0.770607 1.12295 0.622643 0.873317
54 3.745 0.908709 0.02875 0.859304 1.51803 0.693213 1.19171
